ï»¿Figure 3.  water table data,,,,,,,,,,,,,,,,,,
original elevation data on: https://lbnlsfa.paf.subsurfaceinsights.com/login/?redir=%2Fdatadownload%2F&show_redir_msg=1,,,,,,,,,,,,,,,,,,
"soil surface elevations for PLM1 = 2786.74 m , PLM6 = 2759.58 m",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Figure 3a.,,,,"Figure 3b,c",,,,,,,,,,,,,,
date,Average water table depth below the soil surface,gradient,,,depth below local soil surface,,,,,,,,,,,,,
,m,m/m,,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6,,PLM1,PLM6
10/1/16,-2.587,0.199,,3/1/17,-3.42,-2.34,3/1/18,-3.88,-2.55,3/1/19,-3.88,-2.45,3/1/20,-3.78,-2.51,3/1/21,-3.78,-2.51
10/2/16,-2.564,0.199,,3/2/17,-3.44,-2.46,3/2/18,-3.87,-2.53,3/2/19,-3.90,-2.45,3/2/20,-3.78,-2.51,3/2/21,-3.78,-2.51
10/3/16,-2.565,0.199,,3/3/17,-3.42,-2.42,3/3/18,-3.88,-2.52,3/3/19,-3.87,-2.47,3/3/20,-3.82,-2.49,3/3/21,-3.82,-2.49
10/4/16,-2.572,0.199,,3/4/17,-3.39,-2.41,3/4/18,-3.90,-2.54,3/4/19,-3.84,-2.50,3/4/20,-3.86,-2.48,3/4/21,-3.86,-2.48
10/5/16,-2.603,0.199,,3/5/17,-3.35,-2.35,3/5/18,-3.92,-2.59,3/5/19,-3.80,-2.52,3/5/20,-3.84,-2.51,3/5/21,-3.84,-2.51
10/6/16,-2.567,0.199,,3/6/17,-3.33,-2.33,3/6/18,-3.89,-2.54,3/6/19,-3.78,-2.53,3/6/20,-3.81,-2.51,3/6/21,-3.81,-2.51
10/7/16,-2.570,0.198,,3/7/17,-3.42,-2.44,3/7/18,-3.89,-2.52,3/7/19,-3.83,-2.50,3/7/20,-3.85,-2.50,3/7/21,-3.85,-2.50
10/8/16,-2.581,0.198,,3/8/17,-3.42,-2.42,3/8/18,-3.88,-2.49,3/8/19,-3.90,-2.48,3/8/20,-3.85,-2.51,3/8/21,-3.85,-2.51
10/9/16,-2.574,0.198,,3/9/17,-3.42,-2.42,3/9/18,-3.89,-2.51,3/9/19,-3.90,-2.49,3/9/20,-3.87,-2.53,3/9/21,-3.87,-2.53
10/10/16,-2.585,0.198,,3/10/17,-3.41,-2.42,3/10/18,-3.89,-2.53,3/10/19,-3.86,-2.51,3/10/20,-3.92,-2.45,3/10/21,-3.92,-2.45
10/11/16,-2.597,0.198,,3/11/17,-3.40,-2.40,3/11/18,-3.90,-2.55,3/11/19,-3.86,-2.51,3/11/20,-3.90,-2.48,3/11/21,-3.90,-2.48
10/12/16,-2.593,0.198,,3/12/17,-3.39,-2.39,3/12/18,-3.91,-2.51,3/12/19,-3.91,-2.48,3/12/20,-3.89,-2.49,3/12/21,-3.89,-2.49
10/13/16,-2.613,0.198,,3/13/17,-3.40,-2.40,3/13/18,-3.91,-2.45,3/13/19,-3.92,-2.47,3/13/20,-3.91,-2.48,3/13/21,-3.91,-2.48
10/14/16,-2.611,0.198,,3/14/17,-3.42,-2.41,3/14/18,-3.92,-2.55,3/14/19,-3.93,-2.48,3/14/20,-3.97,-2.46,3/14/21,-3.97,-2.46
10/15/16,-2.655,0.198,,3/15/17,-3.42,-2.41,3/15/18,-3.92,-2.58,3/15/19,-3.89,-2.51,3/15/20,-3.96,-2.49,3/15/21,-3.96,-2.49
10/16/16,-2.631,0.198,,3/16/17,-3.40,-2.38,3/16/18,-3.93,-2.58,3/16/19,-3.89,-2.51,3/16/20,-3.96,-2.48,3/16/21,-3.96,-2.48
10/17/16,-2.626,0.197,,3/17/17,-3.41,-2.38,3/17/18,-3.93,-2.57,3/17/19,-3.91,-2.49,3/17/20,-3.92,-2.52,3/17/21,-3.92,-2.52
10/18/16,-2.622,0.197,,3/18/17,-3.42,-2.38,3/18/18,-3.94,-2.56,3/18/19,-3.93,-2.48,3/18/20,-3.86,-2.54,3/18/21,-3.86,-2.54
10/19/16,-2.630,0.197,,3/19/17,-3.41,-2.35,3/19/18,-3.94,-2.55,3/19/19,-3.98,-2.46,3/19/20,-3.86,-2.54,3/19/21,-3.86,-2.54
10/20/16,-2.633,0.198,,3/20/17,-3.40,-2.32,3/20/18,-3.95,-2.57,3/20/19,-3.92,-2.51,3/20/20,-3.91,-2.55,3/20/21,-3.91,-2.55
10/21/16,-2.627,0.198,,3/21/17,-3.39,-2.29,3/21/18,-3.93,-2.55,3/21/19,-3.88,-2.52,3/21/20,-3.94,-2.53,3/21/21,-3.94,-2.53
10/22/16,-2.650,0.197,,3/22/17,-3.37,-2.24,3/22/18,-3.92,-2.53,3/22/19,-3.90,-2.50,3/22/20,-3.97,-2.49,3/22/21,-3.97,-2.49
10/23/16,-2.637,0.197,,3/23/17,-3.32,-2.17,3/23/18,-3.94,-2.53,3/23/19,-3.90,-2.50,3/23/20,-3.99,-2.52,3/23/21,-3.99,-2.52
10/24/16,-2.628,0.197,,3/24/17,-3.37,-2.18,3/24/18,-3.95,-2.52,3/24/19,-3.93,-2.49,3/24/20,-3.98,-2.51,3/24/21,-3.98,-2.51
10/25/16,-2.660,0.197,,3/25/17,-3.36,-2.16,3/25/18,-3.96,-2.53,3/25/19,-3.95,-2.48,3/25/20,-3.99,-2.49,3/25/21,-3.99,-2.49
10/26/16,-2.631,0.197,,3/26/17,-3.32,-2.11,3/26/18,-3.95,-2.51,3/26/19,-3.99,-2.47,3/26/20,-3.97,-2.50,3/26/21,-3.97,-2.50
10/27/16,-2.647,0.197,,3/27/17,-3.31,-2.09,3/27/18,-3.94,-2.49,3/27/19,-4.00,-2.45,3/27/20,-3.88,-2.55,3/27/21,-3.88,-2.55
10/28/16,-2.695,0.197,,3/28/17,-3.30,-2.05,3/28/18,-3.95,-2.48,3/28/19,-3.96,-2.48,3/28/20,-3.83,-2.57,3/28/21,-3.83,-2.57
10/29/16,-2.629,0.197,,3/29/17,-3.31,-2.03,3/29/18,-3.94,-2.47,3/29/19,-3.91,-2.51,3/29/20,-3.92,-2.51,3/29/21,-3.92,-2.51
10/30/16,-2.628,0.197,,3/30/17,-3.26,-1.95,3/30/18,-3.96,-2.49,3/30/19,-3.93,-2.50,3/30/20,-3.93,-2.51,3/30/21,-3.93,-2.51
10/31/16,-2.629,0.197,,3/31/17,-3.21,-1.88,3/31/18,-3.95,-2.48,3/31/19,-3.92,-2.52,3/31/20,-3.84,-2.57,3/31/21,-3.84,-2.57
11/1/16,-2.631,0.197,,4/1/17,-3.23,-1.88,4/1/18,-3.95,-2.48,4/1/19,-3.95,-2.49,4/1/20,-3.84,-2.56,4/1/21,-3.84,-2.56
11/2/16,-2.635,0.197,,4/2/17,-3.21,-1.84,4/2/18,-3.94,-2.48,4/2/19,-4.01,-2.47,4/2/20,-3.88,-2.55,4/2/21,-3.88,-2.55
11/3/16,-2.656,0.197,,4/3/17,-3.14,-1.77,4/3/18,-3.94,-2.46,4/3/19,-3.97,-2.49,4/3/20,-3.88,-2.56,4/3/21,-3.88,-2.56
11/4/16,-2.642,0.197,,4/4/17,-3.12,-1.74,4/4/18,-3.97,-2.48,4/4/19,-3.99,-2.48,4/4/20,-3.89,-2.54,4/4/21,-3.89,-2.54
11/5/16,-2.643,0.197,,4/5/17,-3.13,-1.76,4/5/18,-3.95,-2.46,4/5/19,-4.00,-2.48,4/5/20,-3.95,-2.48,4/5/21,-3.95,-2.48
11/6/16,-2.677,0.197,,4/6/17,-3.08,-1.75,4/6/18,-3.96,-2.46,4/6/19,-3.99,-2.49,4/6/20,-3.98,-2.51,4/6/21,-3.98,-2.51
11/7/16,-2.668,0.196,,4/7/17,-3.01,-1.74,4/7/18,-3.98,-2.48,4/7/19,-3.96,-2.50,4/7/20,-3.94,-2.43,4/7/21,-3.94,-2.43
11/8/16,-2.661,0.196,,4/8/17,-2.92,-1.63,4/8/18,-3.97,-2.47,4/8/19,-3.94,-2.49,4/8/20,-3.96,-2.38,4/8/21,-3.96,-2.38
11/9/16,-2.675,0.196,,4/9/17,-2.86,-1.56,4/9/18,-3.93,-2.54,4/9/19,-3.95,-2.45,4/9/20,-3.96,-2.35,4/9/21,-3.96,-2.35
11/10/16,-2.664,0.196,,4/10/17,-2.84,-1.56,4/10/18,-3.90,-2.37,4/10/19,-3.98,-2.40,4/10/20,-3.95,-2.31,4/10/21,-3.95,-2.31
11/11/16,-2.642,0.196,,4/11/17,-2.78,-1.56,4/11/18,-3.95,-2.36,4/11/19,-3.99,-2.34,4/11/20,-3.99,-2.26,4/11/21,-3.99,-2.26
11/12/16,-2.656,0.196,,4/12/17,-2.72,-1.49,4/12/18,-3.94,-2.36,4/12/19,-4.03,-2.28,4/12/20,-3.99,-2.22,4/12/21,-3.99,-2.22
11/13/16,-2.660,0.196,,4/13/17,-2.61,-1.41,4/13/18,-3.96,-2.45,4/13/19,-4.00,-2.28,4/13/20,-3.98,-2.19,4/13/21,-3.98,-2.19
11/14/16,-2.664,0.196,,4/14/17,-2.50,-1.34,4/14/18,-3.94,-2.39,4/14/19,-3.94,-2.29,4/14/20,-4.01,-2.15,4/14/21,-4.01,-2.15
11/15/16,-2.661,0.196,,4/15/17,-2.41,-1.24,4/15/18,-3.93,-2.36,4/15/19,-3.94,-2.29,4/15/20,-4.00,-2.10,4/15/21,-4.00,-2.10
11/16/16,-2.668,0.196,,4/16/17,-2.27,-1.18,4/16/18,-3.91,-2.35,4/16/19,-4.00,-2.26,4/16/20,-3.95,-2.09,4/16/21,-3.95,-2.09
11/17/16,-2.664,0.196,,4/17/17,-2.08,-1.11,4/17/18,-3.91,-2.34,4/17/19,-3.98,-2.28,4/17/20,-3.91,-2.08,4/17/21,-3.91,-2.08
11/18/16,-2.673,0.196,,4/18/17,-1.87,-1.00,4/18/18,-3.92,-2.34,4/18/19,-3.98,-2.28,4/18/20,-3.86,-2.05,4/18/21,-3.86,-2.05
11/19/16,-2.743,0.195,,4/19/17,-1.67,-0.87,4/19/18,-3.89,-2.29,4/19/19,-4.01,-2.27,4/19/20,-3.87,-1.95,4/19/21,-3.87,-1.95
11/20/16,-2.693,0.195,,4/20/17,-1.47,-0.78,4/20/18,-3.84,-2.19,4/20/19,-3.99,-2.28,4/20/20,-3.85,-1.88,4/20/21,-3.85,-1.88
11/21/16,-2.689,0.195,,4/21/17,-1.27,-0.74,4/21/18,-3.80,-2.09,4/21/19,-3.99,-2.28,4/21/20,-3.84,-1.81,4/21/21,-3.84,-1.81
11/22/16,-2.673,0.195,,4/22/17,-1.14,-0.77,4/22/18,-3.77,-2.04,4/22/19,-3.99,-2.26,4/22/20,-3.84,-1.75,4/22/21,-3.84,-1.75
11/23/16,-2.667,0.195,,4/23/17,-1.00,-0.71,4/23/18,-3.69,-1.93,4/23/19,-3.97,-2.20,4/23/20,-3.79,-1.72,4/23/21,-3.79,-1.72
11/24/16,-2.665,0.195,,4/24/17,-0.85,-0.65,4/24/18,-3.62,-1.80,4/24/19,-3.98,-2.14,4/24/20,-3.76,-1.69,4/24/21,-3.76,-1.69
11/25/16,-2.674,0.195,,4/25/17,-0.72,-0.62,4/25/18,-3.55,-1.69,4/25/19,-3.94,-2.08,4/25/20,-3.77,-1.61,4/25/21,-3.77,-1.61
11/26/16,-2.676,0.195,,4/26/17,-0.66,-0.64,4/26/18,-3.42,-1.56,4/26/19,-3.93,-1.99,4/26/20,-3.74,-1.45,4/26/21,-3.74,-1.45
11/27/16,-2.673,0.195,,4/27/17,-0.55,-0.67,4/27/18,-3.21,-1.35,4/27/19,-3.91,-1.88,4/27/20,-3.66,-1.36,4/27/21,-3.66,-1.36
11/28/16,-2.673,0.195,,4/28/17,-0.50,-0.66,4/28/18,-2.94,-1.10,4/28/19,-3.91,-1.76,4/28/20,-3.61,-1.41,4/28/21,-3.61,-1.41
11/29/16,-2.668,0.195,,4/29/17,-0.48,-0.69,4/29/18,-2.64,-0.94,4/29/19,-3.84,-1.64,4/29/20,-3.51,-1.27,4/29/21,-3.51,-1.27
11/30/16,-2.659,0.195,,4/30/17,-0.45,-0.71,4/30/18,-2.34,-0.85,4/30/19,-3.79,-1.49,4/30/20,-3.44,-1.19,4/30/21,-3.44,-1.19
12/1/16,-2.732,0.196,,5/1/17,-0.41,-0.71,5/1/18,-2.09,-0.85,5/1/19,-3.75,-1.35,5/1/20,-3.41,-1.08,5/1/21,-3.41,-1.08
12/2/16,-2.748,0.195,,5/2/17,-0.37,-0.71,5/2/18,-1.91,-0.85,5/2/19,-3.63,-1.20,5/2/20,-3.33,-0.98,5/2/21,-3.33,-0.98
12/3/16,-2.763,0.195,,5/3/17,-0.35,-0.70,5/3/18,-1.75,-0.88,5/3/19,-3.47,-1.06,5/3/20,-3.15,-0.93,5/3/21,-3.15,-0.93
12/4/16,-2.772,0.195,,5/4/17,-0.31,-0.66,5/4/18,-1.59,-0.83,5/4/19,-3.30,-0.94,5/4/20,-3.00,-2.07,5/4/21,-3.00,-2.07
12/5/16,-2.733,0.195,,5/5/17,-0.21,-0.59,5/5/18,-1.43,-0.82,5/5/19,-3.00,-0.89,5/5/20,-2.81,-0.98,5/5/21,-2.81,-0.98
12/6/16,-2.728,0.195,,5/6/17,-0.15,-0.58,5/6/18,-1.30,-0.75,5/6/19,-2.78,-0.87,5/6/20,-3.74,-0.97,5/6/21,-3.74,-0.97
12/7/16,-2.771,0.195,,5/7/17,0.01,-0.52,5/7/18,-1.16,-0.71,5/7/19,-2.57,-0.84,5/7/20,-2.45,-0.94,5/7/21,-2.45,-0.94
12/8/16,-2.818,0.195,,5/8/17,0.11,-0.51,5/8/18,-1.03,-0.68,5/8/19,-2.32,-0.85,5/8/20,-3.05,-0.92,5/8/21,-3.05,-0.92
12/9/16,-2.822,0.195,,5/9/17,0.20,-0.50,5/9/18,-0.94,-0.69,5/9/19,-2.13,-0.86,5/9/20,-2.07,-0.94,5/9/21,-2.07,-0.94
12/10/16,-2.798,0.195,,5/10/17,0.29,-0.48,5/10/18,-0.87,-0.70,5/10/19,-1.94,-0.87,5/10/20,-1.91,-0.93,5/10/21,-1.91,-0.93
12/11/16,-2.781,0.195,,5/11/17,0.31,-0.49,5/11/18,-0.81,-0.69,5/11/19,-1.78,-0.86,5/11/20,-1.78,-0.96,5/11/21,-1.78,-0.96
12/12/16,-2.793,0.195,,5/12/17,0.37,-0.48,5/12/18,-0.73,-0.66,5/12/19,-1.66,-0.84,5/12/20,-1.69,-0.98,5/12/21,-1.69,-0.98
12/13/16,-2.812,0.195,,5/13/17,0.44,-0.46,5/13/18,-0.65,-0.65,5/13/19,-1.57,-0.83,5/13/20,-1.66,-1.06,5/13/21,-1.66,-1.06
12/14/16,-2.826,0.195,,5/14/17,0.44,-0.47,5/14/18,-0.56,-0.63,5/14/19,-1.45,-0.84,5/14/20,-1.56,-0.90,5/14/21,-1.56,-0.90
12/15/16,-2.820,0.195,,5/15/17,0.44,-0.48,5/15/18,-0.45,-0.61,5/15/19,-1.36,-0.85,5/15/20,-1.50,-0.90,5/15/21,-1.50,-0.90
12/16/16,-2.744,0.195,,5/16/17,0.41,-0.50,5/16/18,-0.33,-0.58,5/16/19,-1.28,-0.86,5/16/20,-1.45,-0.91,5/16/21,-1.45,-0.91
12/17/16,-2.754,0.195,,5/17/17,0.44,-0.52,5/17/18,-0.20,-0.57,5/17/19,-1.25,-0.88,5/17/20,-1.37,-0.92,5/17/21,-1.37,-0.92
12/18/16,-2.854,0.195,,5/18/17,0.43,-0.55,5/18/18,-0.16,-0.59,5/18/19,-1.22,-0.89,5/18/20,-1.35,-0.98,5/18/21,-1.35,-0.98
12/19/16,-2.894,0.194,,5/19/17,0.37,-0.58,5/19/18,-0.15,-0.61,5/19/19,-1.18,-0.89,5/19/20,-1.33,-0.89,5/19/21,-1.33,-0.89
12/20/16,-2.891,0.194,,5/20/17,0.31,-0.60,5/20/18,-0.09,-0.61,5/20/19,-1.14,-0.89,5/20/20,-1.32,-0.90,5/20/21,-1.32,-0.90
12/21/16,-2.869,0.194,,5/21/17,0.26,-0.62,5/21/18,-0.06,-0.62,5/21/19,-1.07,-0.92,5/21/20,-1.27,-0.93,5/21/21,-1.27,-0.93
12/22/16,-2.845,0.194,,5/22/17,0.24,-0.63,5/22/18,-0.09,-0.64,5/22/19,-1.08,-0.93,5/22/20,-1.24,-0.94,5/22/21,-1.24,-0.94
12/23/16,-2.827,0.194,,5/23/17,0.23,-0.67,5/23/18,-0.12,-0.84,5/23/19,-1.09,-0.93,5/23/20,-1.22,-0.94,5/23/21,-1.22,-0.94
12/24/16,-2.815,0.194,,5/24/17,0.24,-0.64,5/24/18,-0.14,-0.82,5/24/19,-1.05,-0.95,5/24/20,-1.20,-0.96,5/24/21,-1.20,-0.96
12/25/16,-2.789,0.194,,5/25/17,0.24,-0.65,5/25/18,-0.12,-0.83,5/25/19,-1.04,-0.98,5/25/20,-1.21,-0.99,5/25/21,-1.21,-0.99
12/26/16,-2.886,0.194,,5/26/17,0.17,-0.69,5/26/18,-0.09,-0.86,5/26/19,-1.05,-1.00,5/26/20,-1.19,-1.00,5/26/21,-1.19,-1.00
12/27/16,-2.907,0.194,,5/27/17,0.11,-0.72,5/27/18,-0.05,-0.84,5/27/19,-1.08,-1.02,5/27/20,-1.24,-1.06,5/27/21,-1.24,-1.06
12/28/16,-2.893,0.194,,5/28/17,0.04,-0.75,5/28/18,-0.04,-0.86,5/28/19,-1.09,-1.04,5/28/20,-1.21,-1.02,5/28/21,-1.21,-1.02
12/29/16,-2.928,0.194,,5/29/17,0.01,-0.77,5/29/18,-0.06,-0.89,5/29/19,-1.11,-1.06,5/29/20,-1.22,-1.02,5/29/21,-1.22,-1.02
12/30/16,-2.880,0.194,,5/30/17,-0.02,-0.79,5/30/18,-0.09,-0.94,5/30/19,-1.09,-1.08,5/30/20,-1.20,-1.04,5/30/21,-1.20,-1.04
12/31/16,-2.842,0.194,,5/31/17,-0.05,-0.81,5/31/18,-0.11,-0.92,5/31/19,-1.09,-1.08,5/31/20,-1.19,-1.06,5/31/21,-1.19,-1.06
1/1/17,-2.834,0.194,,6/1/17,-0.08,-0.83,6/1/18,-0.10,-0.95,6/1/19,-1.10,-1.09,6/1/20,-1.20,-1.07,6/1/21,-1.20,-1.07
1/2/17,-2.855,0.194,,6/2/17,-0.12,-0.86,6/2/18,-0.11,-0.93,6/2/19,-1.12,-1.27,6/2/20,-1.27,-1.14,6/2/21,-1.27,-1.14
1/3/17,-2.886,0.194,,6/3/17,-0.17,-0.90,6/3/18,-0.13,-0.94,6/3/19,-1.13,-1.35,6/3/20,-1.26,-1.09,6/3/21,-1.26,-1.09
1/4/17,-2.862,0.194,,6/4/17,-0.20,-0.92,6/4/18,-0.15,-0.96,6/4/19,-1.14,-1.13,6/4/20,-1.29,-1.10,6/4/21,-1.29,-1.10
1/5/17,-2.826,0.194,,6/5/17,-0.24,-0.95,6/5/18,-0.16,-0.98,6/5/19,-1.16,-1.16,6/5/20,-1.30,-1.11,6/5/21,-1.30,-1.11
1/6/17,-2.887,0.194,,6/6/17,-0.32,-1.02,6/6/18,-0.18,-0.99,6/6/19,-1.15,-1.15,6/6/20,-1.31,-1.12,6/6/21,-1.31,-1.12
1/7/17,-2.947,0.194,,6/7/17,-0.33,-1.04,6/7/18,-0.19,-1.01,6/7/19,-1.16,-1.14,6/7/20,-1.34,-1.13,6/7/21,-1.34,-1.13
1/8/17,-2.943,0.193,,6/8/17,-0.34,-1.05,6/8/18,-0.21,-1.03,6/8/19,-1.20,-1.15,6/8/20,-1.42,-1.22,6/8/21,-1.42,-1.22
1/9/17,-2.885,0.194,,6/9/17,-0.36,-1.07,6/9/18,-0.29,-1.08,6/9/19,-1.13,-1.19,6/9/20,-1.39,-1.22,6/9/21,-1.39,-1.22
1/10/17,-2.871,0.193,,6/10/17,-0.37,-1.09,6/10/18,-0.33,-1.09,6/10/19,-1.17,-1.23,6/10/20,-1.44,-1.22,6/10/21,-1.44,-1.22
1/11/17,-2.858,0.193,,6/11/17,-0.40,-1.12,6/11/18,-0.34,-1.06,6/11/19,-1.22,-1.25,6/11/20,-1.46,-1.24,6/11/21,-1.46,-1.24
1/12/17,-2.902,0.193,,6/12/17,-0.44,-1.15,6/12/18,-0.39,-1.09,6/12/19,-1.25,-1.27,6/12/20,-1.51,-1.27,6/12/21,-1.51,-1.27
1/13/17,-2.940,0.193,,6/13/17,-0.48,-1.18,6/13/18,-0.38,-1.09,6/13/19,-1.29,-1.27,6/13/20,-1.55,-1.29,6/13/21,-1.55,-1.29
1/14/17,-2.944,0.193,,6/14/17,-0.54,-1.23,6/14/18,-0.40,-1.10,6/14/19,-1.31,-1.27,6/14/20,-1.59,-1.32,6/14/21,-1.59,-1.32
1/15/17,-2.896,0.193,,6/15/17,-0.59,-1.26,6/15/18,-0.44,-1.13,6/15/19,-1.32,-1.29,6/15/20,-1.68,-1.44,6/15/21,-1.68,-1.44
1/16/17,-2.902,0.193,,6/16/17,-0.62,-1.28,6/16/18,-0.48,-1.16,6/16/19,-1.36,-1.31,6/16/20,-1.65,-1.36,6/16/21,-1.65,-1.36
1/17/17,-2.930,0.193,,6/17/17,-0.64,-1.29,6/17/18,-0.55,-1.20,6/17/19,-1.41,-1.32,6/17/20,-1.70,-1.36,6/17/21,-1.70,-1.36
1/18/17,-2.922,0.193,,6/18/17,-0.68,-1.32,6/18/18,-0.53,-1.12,6/18/19,-1.41,-1.35,6/18/20,-1.70,-1.38,6/18/21,-1.70,-1.38
1/19/17,-2.892,0.193,,6/19/17,-0.74,-1.36,6/19/18,-0.56,-1.12,6/19/19,-1.43,-1.36,6/19/20,-1.71,-1.39,6/19/21,-1.71,-1.39
1/20/17,-2.851,0.193,,6/20/17,-0.79,-1.38,6/20/18,-0.57,-1.13,6/20/19,-1.44,-1.40,6/20/20,-1.76,-1.40,6/20/21,-1.76,-1.40
1/21/17,-2.853,0.193,,6/21/17,-0.81,-1.40,6/21/18,-0.59,-1.15,6/21/19,-1.48,-1.41,6/21/20,-1.79,-1.43,6/21/21,-1.79,-1.43
1/22/17,-2.938,0.193,,6/22/17,-0.83,-1.68,6/22/18,-0.65,-1.18,6/22/19,-1.51,-1.42,6/22/20,-1.86,-1.49,6/22/21,-1.86,-1.49
1/23/17,-2.889,0.193,,6/23/17,-0.91,-1.68,6/23/18,-0.70,-1.20,6/23/19,-1.55,-1.45,6/23/20,-1.83,-1.45,6/23/21,-1.83,-1.45
1/24/17,-2.883,0.193,,6/24/17,-0.92,-1.47,6/24/18,-0.75,-1.22,6/24/19,-1.58,-1.45,6/24/20,-1.84,-1.46,6/24/21,-1.84,-1.46
1/25/17,-2.925,0.193,,6/25/17,-0.96,-1.50,6/25/18,-0.80,-1.25,6/25/19,-1.60,-1.47,6/25/20,-1.86,-1.46,6/25/21,-1.86,-1.46
1/26/17,-2.951,0.193,,6/26/17,-0.98,-1.67,6/26/18,-0.85,-1.30,6/26/19,-1.60,-1.50,6/26/20,-1.90,-1.48,6/26/21,-1.90,-1.48
1/27/17,-2.979,0.193,,6/27/17,-1.01,-1.59,6/27/18,-0.90,-1.30,6/27/19,-1.63,-1.51,6/27/20,-1.93,-1.49,6/27/21,-1.93,-1.49
1/28/17,-2.997,0.193,,6/28/17,-0.99,-1.54,6/28/18,-0.95,-1.32,6/28/19,-1.66,-1.50,6/28/20,-1.94,-1.51,6/28/21,-1.94,-1.51
1/29/17,-2.992,0.193,,6/29/17,-1.03,-1.60,6/29/18,-0.99,-1.34,6/29/19,-1.70,-1.51,6/29/20,-1.99,-1.53,6/29/21,-1.99,-1.53
1/30/17,-2.965,0.193,,6/30/17,-1.08,-1.84,6/30/18,-1.02,-1.35,6/30/19,-1.71,-1.55,6/30/20,-2.03,-1.54,6/30/21,-2.03,-1.54
1/31/17,-2.937,0.193,,7/1/17,-1.12,-1.73,7/1/18,-1.04,-1.35,7/1/19,-1.70,-1.59,7/1/20,-2.11,-1.64,7/1/21,-2.11,-1.64
2/1/17,-2.940,0.193,,7/2/17,-1.16,-1.67,7/2/18,-1.06,-1.36,7/2/19,-1.75,-1.61,7/2/20,-2.10,-1.56,7/2/21,-2.10,-1.56
2/2/17,-2.942,0.193,,7/3/17,-1.19,-1.68,7/3/18,-1.07,-1.38,7/3/19,-1.76,-1.64,7/3/20,-2.13,-1.57,7/3/21,-2.13,-1.57
2/3/17,-2.946,0.193,,7/4/17,-1.21,-1.70,7/4/18,-1.11,-1.40,7/4/19,-1.78,-1.65,7/4/20,-2.17,-1.58,7/4/21,-2.17,-1.58
2/4/17,-2.940,0.193,,7/5/17,-1.27,-1.73,7/5/18,-1.17,-1.44,7/5/19,-1.81,-1.66,7/5/20,-2.16,-1.60,7/5/21,-2.16,-1.60
2/5/17,-2.945,0.192,,7/6/17,-1.29,-1.76,7/6/18,-1.21,-1.47,7/6/19,-1.84,-1.67,7/6/20,-2.20,-1.61,7/6/21,-2.20,-1.61
2/6/17,-2.917,0.192,,7/7/17,-1.31,-1.80,7/7/18,-1.22,-1.47,7/7/19,-1.88,-1.67,7/7/20,-2.26,-1.72,7/7/21,-2.26,-1.72
2/7/17,-2.921,0.192,,7/8/17,-1.32,-1.78,7/8/18,-1.23,-1.48,7/8/19,-1.89,-1.68,7/8/20,-2.26,-1.64,7/8/21,-2.26,-1.64
2/8/17,-2.957,0.192,,7/9/17,-1.33,-1.79,7/9/18,-1.28,-1.51,7/9/19,-1.92,-1.70,7/9/20,-2.29,-1.65,7/9/21,-2.29,-1.65
2/9/17,-2.979,0.192,,7/10/17,-1.34,-1.80,7/10/18,-1.33,-1.55,7/10/19,-1.92,-1.73,7/10/20,-2.31,-1.67,7/10/21,-2.31,-1.67
2/10/17,-2.963,0.192,,7/11/17,-1.35,-1.81,7/11/18,-1.36,-1.57,7/11/19,-1.95,-1.76,7/11/20,-2.32,-1.67,7/11/21,-2.32,-1.67
2/11/17,-2.951,0.192,,7/12/17,-1.38,-1.86,7/12/18,-1.38,-1.57,7/12/19,-1.98,-1.75,7/12/20,-2.35,-1.69,7/12/21,-2.35,-1.69
2/12/17,-2.975,0.192,,7/13/17,-1.42,-1.85,7/13/18,-1.40,-1.59,7/13/19,-1.99,-1.76,7/13/20,-2.36,-1.70,7/13/21,-2.36,-1.70
2/13/17,-2.948,0.192,,7/14/17,-1.44,-1.89,7/14/18,-1.43,-1.62,7/14/19,-2.07,-1.85,7/14/20,-2.33,-1.70,7/14/21,-2.33,-1.70
2/14/17,-2.955,0.192,,7/15/17,-1.46,-1.87,7/15/18,-1.45,-1.63,7/15/19,-2.01,-1.78,7/15/20,-2.41,-1.71,7/15/21,-2.41,-1.71
2/15/17,-2.969,0.192,,7/16/17,-1.49,-1.87,7/16/18,-1.49,-1.63,7/16/19,-2.00,-1.79,7/16/20,-2.45,-1.77,7/16/21,-2.45,-1.77
2/16/17,-2.940,0.192,,7/17/17,-1.47,-1.88,7/17/18,-1.49,-1.65,7/17/19,-2.02,-1.80,7/17/20,-2.45,-1.74,7/17/21,-2.45,-1.74
2/17/17,-2.920,0.192,,7/18/17,-1.52,-1.90,7/18/18,-1.50,-1.67,7/18/19,-2.04,-1.81,7/18/20,-2.51,-1.76,7/18/21,-2.51,-1.76
2/18/17,-2.952,0.193,,7/19/17,-1.52,-1.91,7/19/18,-1.54,-1.69,7/19/19,-2.07,-1.82,7/19/20,-2.51,-1.77,7/19/21,-2.51,-1.77
2/19/17,-2.972,0.193,,7/20/17,-1.54,-1.94,7/20/18,-1.51,-1.71,7/20/19,-2.08,-1.82,7/20/20,-2.56,-1.81,7/20/21,-2.56,-1.81
