 (a.) Annual variations in water table depth and resulting calculated downslope flow along different zones of the hillslope. ,,,,,,,,
"(b.) Time-dependence of fractional contributions of flow along the soil, weathering zone, and fractured bedrock to overall subsurface flow.",,,,,,,,
,,,,,,,,
,5a,5a,5a,5a,5a,5b,5b,5b
date,water table depth,total soil flow,weathering zone flow,fractured bedrock flow,total outflow,soil,weathering shale,fractured shale
,m,m3/(m day),m3/(m day),m3/(m day),m3/(m day),fraction,fraction,fraction
3/12/20,-3.19,0.000,0.026,0.037,0.063,,0.409,0.591
3/13/20,-3.19,0.000,0.026,0.037,0.063,,0.410,0.590
3/14/20,-3.20,0.000,0.025,0.037,0.062,,0.402,0.598
3/15/20,-3.20,0.000,0.026,0.037,0.063,,0.406,0.594
3/16/20,-3.19,0.000,0.026,0.037,0.063,,0.408,0.592
3/17/20,-3.20,0.000,0.025,0.037,0.063,,0.405,0.595
3/18/20,-3.20,0.000,0.025,0.037,0.062,,0.404,0.596
3/19/20,-3.22,0.000,0.024,0.037,0.061,,0.395,0.605
3/20/20,-3.21,0.000,0.025,0.037,0.062,,0.398,0.602
3/21/20,-3.19,0.000,0.026,0.037,0.063,,0.408,0.592
3/22/20,-3.20,0.000,0.025,0.037,0.063,,0.406,0.594
3/23/20,-3.20,0.000,0.025,0.037,0.063,,0.406,0.594
3/24/20,-3.21,0.000,0.025,0.037,0.062,,0.400,0.600
3/25/20,-3.21,0.000,0.024,0.037,0.062,,0.396,0.604
3/26/20,-3.22,0.000,0.024,0.037,0.061,,0.390,0.610
3/27/20,-3.23,0.000,0.023,0.037,0.061,,0.388,0.612
3/28/20,-3.22,0.000,0.024,0.037,0.061,,0.394,0.606
3/29/20,-3.21,0.000,0.025,0.037,0.062,,0.400,0.600
3/30/20,-3.21,0.000,0.024,0.037,0.062,,0.396,0.604
3/31/20,-3.22,0.000,0.024,0.037,0.062,,0.395,0.605
4/1/20,-3.22,0.000,0.024,0.037,0.061,,0.395,0.605
4/2/20,-3.24,0.000,0.023,0.037,0.060,,0.383,0.617
4/3/20,-3.23,0.000,0.024,0.037,0.061,,0.388,0.612
4/4/20,-3.23,0.000,0.023,0.037,0.060,,0.385,0.615
4/5/20,-3.24,0.000,0.023,0.037,0.060,,0.381,0.619
4/6/20,-3.23,0.000,0.023,0.037,0.060,,0.383,0.617
4/7/20,-3.23,0.000,0.023,0.037,0.060,,0.386,0.614
4/8/20,-3.21,0.000,0.024,0.037,0.062,,0.397,0.603
4/9/20,-3.20,0.000,0.025,0.037,0.062,,0.406,0.594
4/10/20,-3.19,0.000,0.026,0.037,0.063,,0.410,0.590
4/11/20,-3.16,0.000,0.027,0.037,0.064,,0.426,0.574
4/12/20,-3.15,0.000,0.028,0.037,0.065,,0.431,0.569
4/13/20,-3.14,0.000,0.029,0.037,0.066,,0.440,0.560
4/14/20,-3.11,0.000,0.030,0.037,0.067,,0.452,0.548
4/15/20,-3.11,0.000,0.031,0.037,0.067,,0.454,0.546
4/16/20,-3.13,0.000,0.029,0.037,0.066,,0.444,0.556
4/17/20,-3.13,0.000,0.029,0.037,0.066,,0.444,0.556
4/18/20,-3.12,0.000,0.030,0.037,0.067,,0.447,0.553
4/19/20,-3.14,0.000,0.029,0.037,0.066,,0.440,0.560
4/20/20,-3.14,0.000,0.029,0.037,0.066,,0.441,0.559
4/21/20,-3.13,0.000,0.029,0.037,0.066,,0.442,0.558
4/22/20,-3.12,0.000,0.030,0.037,0.067,,0.450,0.550
4/23/20,-3.09,0.000,0.032,0.037,0.069,,0.466,0.534
4/24/20,-3.06,0.000,0.034,0.037,0.070,,0.480,0.520
4/25/20,-3.01,0.000,0.037,0.037,0.073,,0.501,0.499
4/26/20,-2.96,0.000,0.040,0.036,0.076,,0.522,0.478
4/27/20,-2.89,0.000,0.044,0.036,0.080,,0.545,0.455
4/28/20,-2.83,0.000,0.047,0.036,0.083,,0.566,0.434
4/29/20,-2.74,0.000,0.053,0.036,0.089,,0.595,0.405
4/30/20,-2.64,0.000,0.059,0.036,0.095,,0.620,0.380
5/1/20,-2.55,0.000,0.064,0.036,0.100,,0.641,0.359
5/2/20,-2.42,0.000,0.072,0.036,0.108,,0.668,0.332
5/3/20,-2.26,0.000,0.081,0.036,0.117,,0.695,0.305
5/4/20,-2.11,0.000,0.091,0.036,0.127,,0.717,0.283
5/5/20,-1.94,0.000,0.102,0.036,0.138,,0.738,0.262
5/6/20,-1.82,0.000,0.111,0.037,0.147,,0.752,0.248
5/7/20,-1.70,0.000,0.119,0.037,0.155,,0.763,0.237
5/8/20,-1.59,0.000,0.127,0.037,0.164,,0.774,0.226
5/9/20,-1.49,0.000,0.134,0.037,0.171,,0.782,0.218
5/10/20,-1.40,0.000,0.141,0.038,0.179,,0.789,0.211
5/11/20,-1.32,0.000,0.147,0.038,0.185,,0.795,0.205
5/12/20,-1.25,0.000,0.152,0.038,0.190,,0.800,0.200
5/13/20,-1.20,0.000,0.156,0.038,0.194,,0.803,0.197
5/14/20,-1.15,0.000,0.160,0.038,0.199,,0.807,0.193
5/15/20,-1.10,0.000,0.164,0.039,0.202,,0.809,0.191
5/16/20,-1.07,0.000,0.166,0.039,0.205,,0.811,0.189
5/17/20,-1.06,0.000,0.167,0.039,0.206,,0.812,0.188
5/18/20,-1.05,0.000,0.168,0.039,0.207,0.000,0.813,0.187
5/19/20,-1.03,0.000,0.170,0.039,0.209,0.000,0.814,0.186
5/20/20,-1.01,0.000,0.171,0.039,0.210,0.000,0.815,0.185
5/21/20,-0.99,0.048,0.173,0.039,0.260,0.185,0.665,0.150
5/22/20,-1.00,0.001,0.173,0.039,0.213,0.005,0.811,0.184
5/23/20,-1.01,0.000,0.172,0.039,0.211,0.000,0.815,0.185
5/24/20,-1.00,0.000,0.173,0.039,0.212,0.000,0.816,0.184
5/25/20,-1.01,0.000,0.173,0.039,0.212,0.000,0.815,0.185
5/26/20,-1.02,0.000,0.172,0.039,0.211,,0.814,0.186
5/27/20,-1.05,0.000,0.170,0.039,0.209,,0.813,0.187
5/28/20,-1.06,0.000,0.169,0.039,0.208,,0.812,0.188
5/29/20,-1.08,0.000,0.168,0.039,0.207,,0.811,0.189
5/30/20,-1.08,0.000,0.168,0.039,0.207,,0.811,0.189
5/31/20,-1.08,0.000,0.168,0.039,0.207,,0.811,0.189
6/1/20,-1.09,0.000,0.167,0.039,0.206,,0.810,0.190
6/2/20,-1.19,0.000,0.162,0.039,0.201,,0.804,0.196
6/3/20,-1.23,0.000,0.159,0.040,0.199,,0.801,0.199
6/4/20,-1.14,0.000,0.164,0.039,0.204,,0.807,0.193
6/5/20,-1.15,0.000,0.163,0.039,0.203,,0.806,0.194
6/6/20,-1.15,0.000,0.164,0.039,0.203,,0.807,0.193
6/7/20,-1.15,0.000,0.164,0.039,0.203,,0.807,0.193
6/8/20,-1.17,0.000,0.162,0.039,0.201,,0.805,0.195
6/9/20,-1.16,0.000,0.163,0.039,0.203,,0.806,0.194
6/10/20,-1.20,0.000,0.161,0.039,0.200,,0.803,0.197
6/11/20,-1.23,0.000,0.158,0.039,0.198,,0.801,0.199
6/12/20,-1.26,0.000,0.157,0.039,0.196,,0.799,0.201
6/13/20,-1.28,0.000,0.155,0.039,0.194,,0.798,0.202
6/14/20,-1.28,0.000,0.154,0.039,0.194,,0.798,0.202
6/15/20,-1.31,0.000,0.153,0.039,0.192,,0.796,0.204
6/16/20,-1.33,0.000,0.151,0.039,0.190,,0.794,0.206
6/17/20,-1.36,0.000,0.149,0.039,0.188,,0.792,0.208
6/18/20,-1.37,0.000,0.148,0.039,0.187,,0.791,0.209
6/19/20,-1.39,0.000,0.147,0.039,0.186,,0.790,0.210
6/20/20,-1.41,0.000,0.146,0.039,0.185,,0.788,0.212
6/21/20,-1.44,0.000,0.144,0.039,0.183,,0.786,0.214
6/22/20,-1.47,0.000,0.142,0.039,0.181,,0.784,0.216
6/23/20,-1.49,0.000,0.140,0.039,0.179,,0.782,0.218
6/24/20,-1.51,0.000,0.139,0.039,0.178,,0.780,0.220
6/25/20,-1.53,0.000,0.137,0.039,0.176,,0.779,0.221
6/26/20,-1.55,0.000,0.137,0.039,0.176,,0.777,0.223
6/27/20,-1.57,0.000,0.135,0.039,0.174,,0.776,0.224
6/28/20,-1.58,0.000,0.134,0.039,0.173,,0.774,0.226
6/29/20,-1.60,0.000,0.132,0.039,0.171,,0.773,0.227
6/30/20,-1.63,0.000,0.131,0.039,0.170,,0.770,0.230
7/1/20,-1.64,0.000,0.130,0.039,0.169,,0.769,0.231
7/2/20,-1.68,0.000,0.128,0.039,0.167,,0.766,0.234
7/3/20,-1.70,0.000,0.127,0.039,0.166,,0.764,0.236
7/4/20,-1.71,0.000,0.125,0.039,0.165,,0.763,0.237
7/5/20,-1.73,0.000,0.124,0.039,0.163,,0.761,0.239
7/6/20,-1.75,0.000,0.123,0.039,0.162,,0.759,0.241
7/7/20,-1.77,0.000,0.121,0.039,0.160,,0.757,0.243
7/8/20,-1.78,0.000,0.120,0.039,0.159,,0.755,0.245
7/9/20,-1.81,0.000,0.119,0.039,0.158,,0.753,0.247
7/10/20,-1.83,0.000,0.118,0.039,0.157,,0.751,0.249
7/11/20,-1.85,0.000,0.116,0.039,0.155,,0.748,0.252
7/12/20,-1.86,0.000,0.115,0.039,0.154,,0.747,0.253
7/13/20,-1.87,0.000,0.114,0.039,0.153,,0.746,0.254
7/14/20,-1.96,0.000,0.109,0.039,0.148,,0.737,0.263
7/15/20,-1.89,0.000,0.113,0.039,0.152,,0.744,0.256
7/16/20,-1.89,0.000,0.113,0.039,0.152,,0.744,0.256
7/17/20,-1.91,0.000,0.112,0.039,0.151,,0.742,0.258
7/18/20,-1.92,0.000,0.111,0.039,0.150,,0.741,0.259
7/19/20,-1.94,0.000,0.110,0.039,0.149,,0.738,0.262
7/20/20,-1.95,0.000,0.109,0.039,0.148,,0.738,0.262
7/21/20,-2.06,0.000,0.102,0.039,0.141,,0.724,0.276
7/22/20,-1.99,0.000,0.107,0.039,0.145,,0.733,0.267
7/23/20,-2.00,0.000,0.106,0.039,0.145,,0.732,0.268
7/24/20,-2.01,0.000,0.105,0.039,0.144,,0.730,0.270
7/25/20,-2.01,0.000,0.105,0.039,0.144,,0.730,0.270
7/26/20,-2.03,0.000,0.104,0.039,0.143,,0.728,0.272
7/27/20,-2.04,0.000,0.103,0.039,0.142,,0.726,0.274
7/28/20,-2.05,0.000,0.102,0.039,0.141,,0.725,0.275
7/29/20,-2.12,0.000,0.098,0.039,0.137,,0.715,0.285
7/30/20,-2.07,0.000,0.101,0.039,0.140,,0.723,0.277
7/31/20,-2.08,0.000,0.101,0.039,0.139,,0.722,0.278
8/1/20,-2.08,0.000,0.100,0.039,0.139,,0.721,0.279
8/2/20,-2.09,0.000,0.099,0.039,0.138,,0.719,0.281
8/3/20,-2.11,0.000,0.098,0.039,0.137,,0.717,0.283
8/4/20,-2.24,0.000,0.090,0.039,0.129,,0.698,0.302
8/5/20,-2.14,0.000,0.096,0.039,0.135,,0.713,0.287
8/6/20,-2.14,0.000,0.096,0.039,0.135,,0.713,0.287
8/7/20,-2.15,0.000,0.096,0.039,0.134,,0.712,0.288
8/8/20,-2.16,0.000,0.095,0.039,0.134,,0.710,0.290
8/9/20,-2.17,0.000,0.094,0.039,0.133,,0.708,0.292
8/10/20,-2.19,0.000,0.093,0.039,0.132,,0.706,0.294
8/11/20,-2.20,0.000,0.092,0.039,0.131,,0.705,0.295
8/12/20,-2.27,0.000,0.088,0.039,0.127,,0.694,0.306
8/13/20,-2.21,0.000,0.091,0.039,0.130,,0.702,0.298
8/14/20,-2.23,0.000,0.090,0.039,0.129,,0.700,0.300
8/15/20,-2.24,0.000,0.089,0.039,0.128,,0.698,0.302
8/16/20,-2.25,0.000,0.089,0.039,0.127,,0.696,0.304
8/17/20,-2.26,0.000,0.088,0.039,0.127,,0.694,0.306
8/18/20,-2.27,0.000,0.087,0.039,0.126,,0.693,0.307
8/19/20,-2.37,0.000,0.081,0.039,0.120,,0.677,0.323
8/20/20,-2.29,0.000,0.086,0.039,0.125,,0.691,0.309
8/21/20,-2.30,0.000,0.085,0.039,0.124,,0.689,0.311
8/22/20,-2.31,0.000,0.085,0.039,0.123,,0.687,0.313
8/23/20,-2.32,0.000,0.084,0.039,0.123,,0.686,0.314
8/24/20,-2.37,0.000,0.081,0.039,0.119,,0.677,0.323
8/25/20,-2.32,0.000,0.084,0.039,0.122,,0.684,0.316
8/26/20,-2.33,0.000,0.083,0.039,0.122,,0.684,0.316
8/27/20,-2.39,0.000,0.080,0.039,0.118,,0.673,0.327
8/28/20,-2.43,0.000,0.077,0.039,0.116,,0.665,0.335
8/29/20,-2.33,0.000,0.084,0.039,0.122,,0.684,0.316
8/30/20,-2.34,0.000,0.083,0.039,0.121,,0.682,0.318
8/31/20,-2.35,0.000,0.082,0.039,0.121,,0.680,0.320
9/1/20,-2.43,0.000,0.077,0.039,0.115,,0.665,0.335
9/2/20,-2.38,0.000,0.080,0.039,0.119,,0.675,0.325
9/3/20,-2.39,0.000,0.079,0.039,0.118,,0.672,0.328
9/4/20,-2.41,0.000,0.078,0.039,0.117,,0.669,0.331
9/5/20,-2.42,0.000,0.077,0.039,0.116,,0.666,0.334
9/6/20,-2.43,0.000,0.077,0.039,0.115,,0.666,0.334
9/7/20,-2.42,0.000,0.077,0.038,0.116,,0.668,0.332
9/8/20,-2.39,0.000,0.079,0.038,0.118,,0.673,0.327
9/9/20,-2.38,0.000,0.080,0.039,0.119,,0.675,0.325
9/10/20,-2.45,0.000,0.076,0.039,0.115,,0.662,0.338
9/11/20,-2.41,0.000,0.078,0.039,0.116,,0.668,0.332
9/12/20,-2.43,0.000,0.076,0.039,0.115,,0.665,0.335
9/13/20,-2.46,0.000,0.075,0.039,0.113,,0.660,0.340
9/14/20,-2.53,0.000,0.070,0.039,0.109,,0.645,0.355
9/15/20,-2.48,0.000,0.073,0.039,0.112,,0.656,0.344
9/16/20,-2.48,0.000,0.073,0.038,0.112,,0.656,0.344
9/17/20,-2.48,0.000,0.073,0.038,0.112,,0.655,0.345
9/18/20,-2.49,0.000,0.073,0.038,0.111,,0.654,0.346
9/19/20,-2.50,0.000,0.072,0.038,0.111,,0.652,0.348
9/20/20,-2.51,0.000,0.071,0.038,0.109,,0.649,0.351
9/21/20,-2.52,0.000,0.071,0.038,0.109,,0.648,0.352
9/22/20,-2.52,0.000,0.070,0.038,0.109,,0.647,0.353
9/23/20,-2.60,0.000,0.065,0.038,0.104,,0.629,0.371
9/24/20,-2.55,0.000,0.069,0.038,0.107,,0.641,0.359
9/25/20,-2.55,0.000,0.069,0.038,0.107,,0.642,0.358
9/26/20,-2.55,0.000,0.068,0.038,0.107,,0.641,0.359
9/27/20,-2.56,0.000,0.068,0.038,0.106,,0.639,0.361
9/28/20,-2.55,0.000,0.069,0.038,0.107,,0.641,0.359
9/29/20,-2.61,0.000,0.065,0.038,0.103,,0.628,0.372
9/30/20,-2.57,0.000,0.067,0.038,0.105,,0.636,0.364
10/1/20,-2.57,0.000,0.067,0.038,0.105,,0.636,0.364
10/2/20,-2.57,0.000,0.067,0.038,0.105,,0.636,0.364
10/3/20,-2.58,0.000,0.066,0.038,0.105,,0.634,0.366
10/4/20,-2.59,0.000,0.066,0.038,0.104,,0.632,0.368
10/5/20,-2.66,0.000,0.061,0.038,0.100,,0.615,0.385
10/6/20,-2.61,0.000,0.064,0.038,0.103,,0.627,0.373
10/7/20,-2.62,0.000,0.064,0.038,0.102,,0.626,0.374
10/8/20,-2.62,0.000,0.064,0.038,0.102,,0.625,0.375
10/9/20,-2.63,0.000,0.063,0.038,0.101,,0.623,0.377
10/10/20,-2.63,0.000,0.063,0.038,0.101,,0.621,0.379
10/11/20,-2.63,0.000,0.063,0.038,0.101,,0.622,0.378
10/12/20,-2.62,0.000,0.063,0.038,0.102,,0.624,0.376
10/13/20,-2.69,0.000,0.059,0.038,0.097,,0.607,0.393
10/14/20,-2.67,0.000,0.060,0.038,0.098,,0.613,0.387
10/15/20,-2.67,0.000,0.060,0.038,0.099,,0.613,0.387
10/16/20,-2.65,0.000,0.062,0.038,0.100,,0.617,0.383
10/17/20,-2.67,0.000,0.061,0.038,0.099,,0.614,0.386
10/18/20,-2.68,0.000,0.059,0.038,0.098,,0.609,0.391
10/19/20,-2.69,0.000,0.059,0.038,0.097,,0.608,0.392
10/20/20,-2.71,0.000,0.058,0.038,0.096,,0.601,0.399
10/21/20,-2.70,0.000,0.059,0.038,0.097,,0.606,0.394
10/22/20,-2.72,0.000,0.057,0.038,0.095,,0.599,0.401
10/23/20,-2.72,0.000,0.057,0.038,0.095,,0.600,0.400
10/24/20,-2.71,0.000,0.057,0.038,0.095,,0.601,0.399
10/25/20,-2.72,0.000,0.057,0.038,0.095,,0.600,0.400
10/26/20,-2.69,0.000,0.059,0.038,0.097,,0.608,0.392
10/27/20,-2.68,0.000,0.060,0.038,0.098,,0.609,0.391
10/28/20,-2.82,0.000,0.051,0.038,0.089,,0.570,0.430
10/29/20,-2.73,0.000,0.056,0.038,0.095,,0.597,0.403
10/30/20,-2.73,0.000,0.057,0.038,0.095,,0.597,0.403
10/31/20,-2.73,0.000,0.057,0.038,0.095,,0.598,0.402
11/1/20,-2.74,0.000,0.056,0.038,0.094,,0.594,0.406
11/2/20,-2.74,0.000,0.056,0.038,0.094,,0.593,0.407
11/3/20,-2.82,0.000,0.051,0.038,0.089,,0.572,0.428
11/4/20,-2.76,0.000,0.054,0.038,0.092,,0.587,0.413
11/5/20,-2.77,0.000,0.054,0.038,0.092,,0.586,0.414
11/6/20,-2.75,0.000,0.055,0.038,0.093,,0.590,0.410
11/7/20,-2.76,0.000,0.054,0.038,0.092,,0.589,0.411
11/8/20,-2.75,0.000,0.055,0.038,0.092,,0.590,0.410
11/9/20,-2.75,0.000,0.055,0.038,0.092,,0.590,0.410
11/10/20,-2.83,0.000,0.050,0.038,0.089,,0.569,0.431
11/11/20,-2.75,0.000,0.055,0.038,0.093,,0.591,0.409
11/12/20,-2.77,0.000,0.054,0.038,0.091,,0.585,0.415
11/13/20,-2.76,0.000,0.054,0.038,0.092,,0.587,0.413
11/14/20,-2.78,0.000,0.053,0.038,0.091,,0.583,0.417
11/15/20,-2.79,0.000,0.053,0.038,0.091,,0.581,0.419
11/16/20,-2.82,0.000,0.050,0.038,0.088,,0.570,0.430
11/17/20,-2.81,0.000,0.051,0.038,0.089,,0.573,0.427
11/18/20,-2.81,0.000,0.051,0.038,0.089,,0.572,0.428
11/19/20,-2.89,0.000,0.046,0.038,0.083,,0.547,0.453
11/20/20,-2.84,0.000,0.049,0.038,0.087,,0.564,0.436
11/21/20,-2.85,0.000,0.049,0.038,0.086,,0.561,0.439
11/22/20,-2.83,0.000,0.050,0.038,0.088,,0.567,0.433
11/23/20,-2.84,0.000,0.049,0.038,0.086,,0.562,0.438
11/24/20,-2.84,0.000,0.049,0.038,0.086,,0.563,0.437
11/25/20,-2.83,0.000,0.049,0.038,0.087,,0.566,0.434
11/26/20,-2.83,0.000,0.049,0.038,0.087,,0.566,0.434
11/27/20,-2.85,0.000,0.048,0.038,0.086,,0.561,0.439
11/28/20,-2.84,0.000,0.049,0.038,0.087,,0.564,0.436
11/29/20,-2.85,0.000,0.049,0.038,0.087,,0.562,0.438
11/30/20,-2.85,0.000,0.049,0.038,0.087,,0.562,0.438
12/1/20,-2.84,0.000,0.049,0.038,0.087,,0.563,0.437
12/2/20,-2.85,0.000,0.048,0.038,0.086,,0.560,0.440
12/3/20,-2.91,0.000,0.044,0.038,0.083,,0.539,0.461
12/4/20,-2.87,0.000,0.047,0.038,0.085,,0.555,0.445
12/5/20,-2.88,0.000,0.046,0.038,0.084,,0.550,0.450
12/6/20,-2.87,0.000,0.047,0.038,0.085,,0.552,0.448
12/7/20,-2.88,0.000,0.046,0.038,0.084,,0.550,0.450
12/8/20,-2.89,0.000,0.046,0.038,0.084,,0.548,0.452
12/9/20,-2.88,0.000,0.046,0.038,0.084,,0.549,0.451
12/10/20,-2.88,0.000,0.046,0.038,0.084,,0.549,0.451
12/11/20,-2.90,0.000,0.045,0.038,0.082,,0.544,0.456
12/12/20,-2.89,0.000,0.045,0.038,0.083,,0.546,0.454
12/13/20,-2.90,0.000,0.045,0.038,0.082,,0.543,0.457
12/14/20,-2.93,0.000,0.043,0.038,0.081,,0.533,0.467
12/15/20,-2.97,0.000,0.041,0.038,0.078,,0.518,0.482
12/16/20,-2.92,0.000,0.044,0.038,0.081,,0.536,0.464
12/17/20,-2.92,0.000,0.044,0.038,0.081,,0.537,0.463
12/18/20,-2.94,0.000,0.042,0.038,0.080,,0.528,0.472
12/19/20,-2.93,0.000,0.043,0.038,0.080,,0.531,0.469
12/20/20,-2.95,0.000,0.042,0.038,0.080,,0.526,0.474
12/21/20,-2.95,0.000,0.042,0.038,0.079,,0.526,0.474
12/22/20,-2.94,0.000,0.042,0.038,0.080,,0.527,0.473
12/23/20,-2.95,0.000,0.042,0.038,0.079,,0.525,0.475
12/24/20,-2.94,0.000,0.043,0.038,0.080,,0.531,0.469
12/25/20,-2.94,0.000,0.043,0.038,0.080,,0.530,0.470
12/26/20,-2.94,0.000,0.042,0.038,0.080,,0.528,0.472
12/27/20,-2.97,0.000,0.040,0.037,0.078,,0.517,0.483
12/28/20,-2.97,0.000,0.040,0.037,0.078,,0.517,0.483
12/29/20,-2.99,0.000,0.039,0.037,0.076,,0.511,0.489
12/30/20,-2.97,0.000,0.041,0.038,0.078,,0.519,0.481
12/31/20,-2.97,0.000,0.040,0.038,0.078,,0.518,0.482
1/1/21,-2.99,0.000,0.039,0.037,0.076,,0.509,0.491
1/2/21,-2.99,0.000,0.039,0.038,0.077,,0.511,0.489
1/3/21,-3.00,0.000,0.038,0.038,0.076,,0.505,0.495
1/4/21,-3.01,0.000,0.038,0.038,0.075,,0.502,0.498
1/5/21,-3.01,0.000,0.038,0.037,0.075,,0.500,0.500
1/6/21,-3.00,0.000,0.038,0.038,0.076,,0.503,0.497
1/7/21,-3.00,0.000,0.038,0.038,0.076,,0.505,0.495
1/8/21,-3.00,0.000,0.038,0.038,0.076,,0.504,0.496
1/9/21,-3.00,0.000,0.038,0.038,0.076,,0.504,0.496
1/10/21,-3.01,0.000,0.038,0.038,0.075,,0.501,0.499
1/11/21,-3.00,0.000,0.039,0.038,0.076,,0.506,0.494
1/12/21,-2.99,0.000,0.039,0.038,0.077,,0.508,0.492
1/13/21,-3.01,0.000,0.037,0.038,0.075,,0.499,0.501
1/14/21,-3.04,0.000,0.036,0.037,0.073,,0.489,0.511
1/15/21,-3.04,0.000,0.036,0.037,0.073,,0.487,0.513
1/16/21,-3.05,0.000,0.035,0.037,0.073,,0.485,0.515
1/17/21,-3.06,0.000,0.034,0.037,0.072,,0.479,0.521
1/18/21,-3.07,0.000,0.034,0.037,0.071,,0.475,0.525
1/19/21,-3.06,0.000,0.034,0.037,0.072,,0.477,0.523
1/20/21,-3.09,0.000,0.032,0.038,0.070,,0.463,0.537
1/21/21,-3.05,0.000,0.035,0.037,0.072,,0.483,0.517
1/22/21,-3.06,0.000,0.034,0.037,0.071,,0.478,0.522
1/23/21,-3.07,0.000,0.033,0.037,0.071,,0.474,0.526
1/24/21,-3.06,0.000,0.034,0.037,0.071,,0.477,0.523
1/25/21,-3.07,0.000,0.033,0.037,0.070,,0.473,0.527
1/26/21,-3.07,0.000,0.033,0.037,0.070,,0.472,0.528
1/27/21,-3.08,0.000,0.033,0.037,0.070,,0.469,0.531
1/28/21,-3.08,0.000,0.033,0.037,0.070,,0.467,0.533
1/29/21,-3.08,0.000,0.033,0.037,0.070,,0.468,0.532
1/30/21,-3.10,0.000,0.032,0.037,0.069,,0.459,0.541
1/31/21,-3.08,0.000,0.033,0.037,0.070,,0.467,0.533
2/1/21,-3.07,0.000,0.034,0.038,0.071,,0.474,0.526
2/2/21,-3.09,0.000,0.032,0.037,0.070,,0.464,0.536
2/3/21,-3.10,0.000,0.032,0.037,0.069,,0.458,0.542
2/4/21,-3.10,0.000,0.032,0.037,0.069,,0.460,0.540
2/5/21,-3.09,0.000,0.032,0.037,0.069,,0.463,0.537
2/6/21,-3.12,0.000,0.031,0.037,0.068,,0.452,0.548
2/7/21,-3.12,0.000,0.030,0.037,0.067,,0.447,0.553
2/8/21,-3.14,0.000,0.029,0.037,0.066,,0.441,0.559
2/9/21,-3.15,0.000,0.029,0.037,0.066,,0.436,0.564
2/10/21,-3.14,0.000,0.029,0.037,0.067,,0.441,0.559
2/11/21,-3.14,0.000,0.029,0.037,0.067,,0.440,0.560
2/12/21,-3.14,0.000,0.029,0.037,0.067,,0.441,0.559
2/13/21,-3.15,0.000,0.028,0.037,0.066,,0.433,0.567
2/14/21,-3.16,0.000,0.028,0.037,0.065,,0.426,0.574
2/15/21,-3.15,0.000,0.028,0.037,0.066,,0.433,0.567
2/16/21,-3.16,0.000,0.028,0.037,0.065,,0.430,0.570
2/17/21,-3.16,0.000,0.028,0.037,0.065,,0.430,0.570
2/18/21,-3.15,0.000,0.029,0.037,0.066,,0.434,0.566
2/19/21,-3.15,0.000,0.029,0.037,0.066,,0.433,0.567
2/20/21,-3.15,0.000,0.029,0.037,0.066,,0.435,0.565
2/21/21,-3.15,0.000,0.029,0.037,0.066,,0.434,0.566
2/22/21,-3.13,0.000,0.030,0.037,0.067,,0.442,0.558
2/23/21,-3.13,0.000,0.030,0.037,0.067,,0.445,0.555
2/24/21,-3.15,0.000,0.029,0.037,0.066,,0.435,0.565
2/25/21,-3.15,0.000,0.029,0.037,0.066,,0.436,0.564
2/26/21,-3.15,0.000,0.028,0.037,0.066,,0.432,0.568
2/27/21,-3.17,0.000,0.027,0.037,0.064,,0.423,0.577
2/28/21,-3.16,0.000,0.028,0.037,0.065,,0.428,0.572
3/1/21,-3.15,0.000,0.029,0.037,0.066,,0.436,0.564
3/2/21,-3.14,0.000,0.029,0.037,0.067,,0.438,0.562
3/3/21,-3.16,0.000,0.028,0.037,0.066,,0.431,0.569
3/4/21,-3.17,0.000,0.027,0.037,0.065,,0.423,0.577
3/5/21,-3.18,0.000,0.027,0.037,0.064,,0.418,0.582
3/6/21,-3.16,0.000,0.028,0.037,0.065,,0.429,0.571
3/7/21,-3.17,0.000,0.027,0.037,0.064,,0.421,0.579
3/8/21,-3.18,0.000,0.027,0.037,0.064,,0.419,0.581
3/9/21,-3.20,0.000,0.026,0.037,0.063,,0.406,0.594
3/10/21,-3.19,0.000,0.026,0.037,0.063,,0.412,0.588
3/11/21,-3.19,0.000,0.026,0.037,0.063,,0.411,0.589
3/12/21,-3.19,0.000,0.026,0.037,0.063,,0.410,0.590
3/13/21,-3.20,0.000,0.026,0.037,0.063,,0.408,0.592
3/14/21,-3.22,0.000,0.024,0.037,0.061,,0.395,0.605
3/15/21,-3.22,0.000,0.024,0.037,0.061,,0.390,0.610
3/16/21,-3.22,0.000,0.024,0.037,0.061,,0.392,0.608
3/17/21,-3.22,0.000,0.024,0.037,0.061,,0.394,0.606
3/18/21,-3.20,0.000,0.025,0.037,0.063,,0.405,0.595
3/19/21,-3.20,0.000,0.025,0.037,0.063,,0.403,0.597
3/20/21,-3.23,0.000,0.024,0.037,0.061,,0.388,0.612
3/21/21,-3.23,0.000,0.023,0.037,0.060,,0.383,0.617
3/22/21,-3.23,0.000,0.024,0.037,0.061,,0.389,0.611
3/23/21,-3.26,0.000,0.022,0.037,0.059,,0.369,0.631
3/24/21,-3.25,0.000,0.022,0.037,0.060,,0.376,0.624
3/25/21,-3.24,0.000,0.023,0.037,0.060,,0.382,0.618
3/26/21,-3.24,0.000,0.023,0.037,0.060,,0.381,0.619
3/27/21,-3.22,0.000,0.024,0.037,0.062,,0.395,0.605
