ï»¿Fig. 6a. Annual variations in pore water total dissolved nitrogen (TDN),,,,,,,,,,,,,
Fig. 6b. Annual variations in calculated TDN export rates along different zones of the hillslope,,,,,,,,,,,,,
"Fig. 6c. Subsurface C-Q relation for TDN, showing that discharge-dependence of annual cycles of flow-weighted TDN concentrations ",,,,,,,,,,,,,
,,,,,,,,,,,,,
,6a,6a,6a,6a,,6b,6b,6b,6b,6b,,6c,6c
date,soil TDN,weathering zone TDN,fractured bedrock TDN,flow-weighted TDN,,soil TDN,weathering zone TDN,bedrock TDN,total TDN,total flow,,total flow,flow-weighted TDN
,ÂµM,ÂµM,ÂµM,ÂµM,,mmol/(m day),mmol/(m day),mmol/(m day),mmol/(m day),m3/(m day),,m3/(m day),ÂµM
6/15/19,65.1,135.2,54.4,74.7,,67.79,24.07,2.19,94.05,1.259,,1.259,74.7
6/16/19,63.1,133.3,54.7,74.2,,55.16,23.72,2.20,81.08,1.092,,1.092,74.2
6/17/19,61.1,131.4,55.0,75.8,,37.53,23.37,2.21,63.11,0.832,,0.832,75.8
6/18/19,59.1,129.5,55.3,70.6,,50.24,22.98,2.22,75.44,1.068,,1.068,70.6
6/19/19,57.1,127.7,55.5,69.6,,44.45,22.63,2.23,69.31,0.996,,0.996,69.6
6/20/19,55.1,125.8,55.8,68.2,,40.49,22.29,2.24,65.02,0.953,,0.953,68.2
6/21/19,53.0,123.9,56.1,67.6,,34.70,21.96,2.25,58.90,0.871,,0.871,67.6
6/22/19,51.0,122.0,56.4,71.0,,21.62,21.60,2.26,45.48,0.641,,0.641,71.0
6/23/19,53.9,121.9,54.6,80.3,,12.94,21.55,2.19,36.67,0.457,,0.457,80.3
6/24/19,56.8,121.7,52.9,94.5,,4.74,21.50,2.11,28.35,0.300,,0.300,94.5
6/25/19,59.7,121.6,51.1,106.3,,0.00,21.31,2.04,23.35,0.225,,0.225,106.3
6/26/19,62.6,121.4,49.3,107.8,,,20.87,1.97,22.83,0.212,,0.212,107.8
6/27/19,65.5,121.3,47.6,107.3,,,20.58,1.90,22.47,0.209,,0.209,107.3
6/28/19,68.3,121.1,45.8,106.6,,,20.22,1.82,22.04,0.207,,0.207,106.6
6/29/19,71.2,121.0,44.0,106.0,,,19.95,1.75,21.70,0.205,,0.205,106.0
6/30/19,74.1,120.9,42.3,105.5,,,19.76,1.68,21.44,0.203,,0.203,105.5
7/1/19,77.0,120.7,40.5,105.0,,,19.62,1.61,21.22,0.202,,0.202,105.0
7/2/19,79.9,120.6,38.7,104.4,,,19.49,1.54,21.03,0.201,,0.201,104.4
7/3/19,82.8,120.4,37.0,103.9,,,19.34,1.47,20.80,0.200,,0.200,103.9
7/4/19,84.3,120.5,39.1,104.2,,,19.09,1.55,20.64,0.198,,0.198,104.2
7/5/19,85.8,120.6,41.3,104.4,,,18.67,1.64,20.31,0.195,,0.195,104.4
7/6/19,87.4,120.6,43.4,104.7,,,18.43,1.72,20.15,0.192,,0.192,104.7
7/7/19,88.9,120.7,45.6,105.2,,,18.35,1.81,20.16,0.192,,0.192,105.2
7/8/19,90.4,120.7,47.8,105.6,,,18.28,1.89,20.17,0.191,,0.191,105.6
7/9/19,91.9,120.8,49.9,105.9,,,17.94,1.98,19.92,0.188,,0.188,105.9
7/10/19,93.5,120.9,52.1,106.2,,,17.61,2.06,19.67,0.185,,0.185,106.2
7/11/19,95.0,120.9,54.3,106.6,,,17.41,2.15,19.56,0.184,,0.184,106.6
7/12/19,97.0,117.7,54.7,104.1,,,16.84,2.16,19.00,0.183,,0.183,104.1
7/13/19,98.9,114.5,55.1,101.5,,,16.23,2.18,18.41,0.181,,0.181,101.5
7/14/19,100.9,111.3,55.5,99.0,,,15.57,2.20,17.76,0.179,,0.179,99.0
7/15/19,102.8,108.1,56.0,96.5,,,14.97,2.21,17.19,0.178,,0.178,96.5
7/16/19,104.8,104.9,56.4,94.0,,,14.36,2.23,16.59,0.176,,0.176,94.0
7/17/19,106.8,101.7,56.8,91.6,,,13.88,2.25,16.13,0.176,,0.176,91.6
7/18/19,108.7,98.4,57.3,89.1,,,13.32,2.26,15.59,0.175,,0.175,89.1
7/19/19,110.7,95.2,57.7,86.7,,,12.72,2.28,15.00,0.173,,0.173,86.7
7/20/19,112.7,92.0,58.1,84.3,,,12.30,2.30,14.60,0.173,,0.173,84.3
7/21/19,114.6,88.8,58.5,81.8,,,11.57,2.31,13.88,0.170,,0.170,81.8
7/22/19,116.6,85.6,59.0,79.4,,,11.03,2.33,13.36,0.168,,0.168,79.4
7/23/19,118.5,82.4,59.4,77.0,,,10.55,2.35,12.90,0.168,,0.168,77.0
7/24/19,120.5,79.2,59.8,74.5,,,9.80,2.36,12.17,0.163,,0.163,74.5
7/25/19,122.5,76.0,60.2,72.2,,,9.66,2.38,12.04,0.167,,0.167,72.2
7/26/19,124.4,72.8,60.7,69.9,,,9.19,2.40,11.59,0.166,,0.166,69.9
7/27/19,,73.9,60.4,70.7,,,9.07,2.39,11.46,0.162,,0.162,70.7
7/28/19,,75.1,60.2,71.5,,,9.16,2.38,11.53,0.161,,0.161,71.5
7/29/19,,76.3,60.0,72.3,,,9.34,2.36,11.71,0.162,,0.162,72.3
7/30/19,,77.5,59.7,73.1,,,9.20,2.36,11.56,0.158,,0.158,73.1
7/31/19,,78.7,59.5,73.9,,,9.40,2.35,11.75,0.159,,0.159,73.9
8/1/19,,79.9,59.3,74.8,,,9.56,2.34,11.90,0.159,,0.159,74.8
8/2/19,,81.1,59.1,75.5,,,9.51,2.33,11.84,0.157,,0.157,75.5
8/3/19,,82.3,58.8,76.3,,,9.57,2.32,11.89,0.156,,0.156,76.3
8/4/19,,83.5,58.6,77.2,,,9.69,2.31,12.00,0.156,,0.156,77.2
8/5/19,,84.6,58.4,77.9,,,9.73,2.30,12.02,0.154,,0.154,77.9
8/6/19,,85.8,58.1,78.6,,,9.53,2.29,11.82,0.150,,0.150,78.6
8/7/19,,87.0,57.9,79.5,,,9.83,2.28,12.11,0.152,,0.152,79.5
8/8/19,,88.2,57.7,80.3,,,9.96,2.27,12.22,0.152,,0.152,80.3
8/9/19,,89.4,57.4,81.1,,,10.04,2.26,12.30,0.152,,0.152,81.1
8/10/19,,90.6,57.2,81.9,,,10.05,2.25,12.30,0.150,,0.150,81.9
8/11/19,,91.8,57.0,82.7,,,10.24,2.24,12.48,0.151,,0.151,82.7
8/12/19,,93.0,56.8,83.5,,,10.24,2.23,12.46,0.149,,0.149,83.5
8/13/19,,94.2,56.5,84.3,,,10.37,2.22,12.59,0.149,,0.149,84.3
8/14/19,,95.3,56.3,85.0,,,10.33,2.21,12.54,0.148,,0.148,85.0
8/15/19,,96.5,56.1,85.7,,,10.39,2.20,12.59,0.147,,0.147,85.7
8/16/19,,97.7,55.8,86.4,,,10.39,2.19,12.58,0.146,,0.146,86.4
8/17/19,,98.9,55.6,87.3,,,10.52,2.18,12.70,0.145,,0.145,87.3
8/18/19,,100.1,55.4,87.9,,,10.51,2.17,12.68,0.144,,0.144,87.9
8/19/19,,101.3,55.1,88.6,,,10.51,2.16,12.67,0.143,,0.143,88.6
8/20/19,,102.5,54.9,89.4,,,10.54,2.15,12.69,0.142,,0.142,89.4
8/21/19,,103.7,54.7,90.1,,,10.60,2.14,12.74,0.141,,0.141,90.1
8/22/19,,104.9,54.5,90.9,,,10.76,2.13,12.89,0.142,,0.142,90.9
8/23/19,,101.9,54.2,88.7,,,10.40,2.12,12.52,0.141,,0.141,88.7
8/24/19,,99.0,53.8,86.4,,,9.99,2.11,12.10,0.140,,0.140,86.4
8/25/19,,96.1,53.5,84.1,,,9.55,2.09,11.64,0.138,,0.138,84.1
8/26/19,,93.2,53.2,81.9,,,9.31,2.08,11.40,0.139,,0.139,81.9
8/27/19,,90.2,52.9,79.3,,,8.58,2.08,10.66,0.134,,0.134,79.3
8/28/19,,87.3,52.6,77.4,,,8.52,2.06,10.58,0.137,,0.137,77.4
8/29/19,,84.4,52.3,75.2,,,8.19,2.05,10.24,0.136,,0.136,75.2
8/30/19,,81.4,52.0,72.9,,,7.84,2.04,9.88,0.135,,0.135,72.9
8/31/19,,78.5,51.7,70.7,,0.00,7.47,2.02,9.49,0.134,,0.134,70.7
9/1/19,,75.6,51.4,68.5,,,7.14,2.01,9.15,0.134,,0.134,68.5
9/2/19,,72.7,51.1,66.3,,,6.79,2.00,8.78,0.132,,0.132,66.3
9/3/19,,69.7,50.8,63.9,,,6.18,1.99,8.17,0.128,,0.128,63.9
9/4/19,,66.8,50.5,61.9,,,6.15,1.98,8.13,0.131,,0.131,61.9
9/5/19,,63.9,50.2,59.8,,,5.80,1.97,7.76,0.130,,0.130,59.8
9/6/19,,61.0,49.9,57.6,,,5.57,1.95,7.52,0.130,,0.130,57.6
9/7/19,,58.0,49.6,55.5,,,5.27,1.94,7.21,0.130,,0.130,55.5
9/8/19,,55.1,49.3,53.4,,,5.05,1.93,6.98,0.131,,0.131,53.4
9/9/19,,52.2,49.0,51.2,,,4.66,1.91,6.57,0.128,,0.128,51.2
9/10/19,,49.3,48.7,49.1,,,4.28,1.90,6.19,0.126,,0.126,49.1
9/11/19,,46.3,48.4,47.0,,,4.10,1.89,5.99,0.128,,0.128,47.0
9/12/19,,43.4,48.1,44.8,,,3.84,1.88,5.73,0.128,,0.128,44.8
9/13/19,,40.5,47.8,42.7,,,3.55,1.87,5.43,0.127,,0.127,42.7
9/14/19,,37.6,47.4,40.6,,,3.25,1.86,5.11,0.126,,0.126,40.6
9/15/19,,109.1,47.5,89.8,,,9.35,1.86,11.21,0.125,,0.125,89.8
9/16/19,,109.3,47.6,89.9,,,9.30,1.86,11.16,0.124,,0.124,89.9
9/17/19,,109.5,47.7,90.1,,,9.38,1.87,11.25,0.125,,0.125,90.1
9/18/19,,109.6,47.8,89.5,,,8.88,1.87,10.76,0.120,,0.120,89.5
9/19/19,,109.8,47.9,90.1,,,9.17,1.87,11.04,0.123,,0.123,90.1
9/20/19,,110.0,48.0,90.2,,,9.14,1.87,11.01,0.122,,0.122,90.2
9/21/19,,110.2,48.1,90.3,,,9.14,1.88,11.01,0.122,,0.122,90.3
9/22/19,,110.4,48.2,90.4,,,9.09,1.88,10.98,0.121,,0.121,90.4
9/23/19,,110.5,48.2,90.4,,,9.04,1.88,10.92,0.121,,0.121,90.4
9/24/19,,110.7,48.3,90.3,,,8.91,1.89,10.79,0.119,,0.119,90.3
9/25/19,,110.9,48.4,89.6,,,8.39,1.89,10.27,0.115,,0.115,89.6
9/26/19,,111.1,48.5,90.3,,,8.68,1.89,10.57,0.117,,0.117,90.3
9/27/19,,111.2,48.6,90.4,,,8.66,1.89,10.54,0.117,,0.117,90.4
9/28/19,,111.4,48.7,90.4,,,8.57,1.89,10.46,0.116,,0.116,90.4
9/29/19,,111.6,48.8,90.3,,,8.42,1.89,10.31,0.114,,0.114,90.3
9/30/19,,111.8,48.9,90.4,,,8.41,1.90,10.31,0.114,,0.114,90.4
10/1/19,,111.9,48.9,89.9,,,8.07,1.90,9.97,0.111,,0.111,89.9
10/2/19,,112.1,49.0,90.6,,,8.41,1.90,10.31,0.114,,0.114,90.6
10/3/19,,112.3,49.1,90.8,,,8.46,1.91,10.37,0.114,,0.114,90.8
10/4/19,,112.5,49.2,90.6,,,8.29,1.91,10.20,0.113,,0.113,90.6
10/5/19,,112.6,49.3,90.7,,,8.23,1.91,10.14,0.112,,0.112,90.7
10/6/19,,112.8,49.4,90.9,,,8.29,1.92,10.21,0.112,,0.112,90.9
10/7/19,,113.0,49.5,91.1,,,8.36,1.92,10.29,0.113,,0.113,91.1
10/8/19,,113.2,49.6,90.2,,,7.75,1.92,9.66,0.107,,0.107,90.2
10/9/19,,113.3,49.6,90.9,,,8.08,1.92,10.00,0.110,,0.110,90.9
10/10/19,,113.5,49.7,91.3,,,8.21,1.92,10.13,0.111,,0.111,91.3
10/11/19,,113.7,49.8,91.6,,,8.32,1.94,10.26,0.112,,0.112,91.6
10/12/19,,113.9,49.9,91.5,,,8.18,1.94,10.12,0.111,,0.111,91.5
10/13/19,,114.1,50.0,91.4,,,8.08,1.94,10.02,0.110,,0.110,91.4
10/14/19,,114.2,50.1,91.3,,,7.94,1.94,9.88,0.108,,0.108,91.3
10/15/19,,114.4,50.2,89.3,,,6.91,1.95,8.86,0.099,,0.099,89.3
10/16/19,,114.6,50.3,90.8,,,7.59,1.95,9.54,0.105,,0.105,90.8
10/17/19,,114.8,50.4,91.5,,,7.83,1.94,9.77,0.107,,0.107,91.5
10/18/19,,114.9,50.4,91.5,,,7.78,1.94,9.72,0.106,,0.106,91.5
10/19/19,,115.1,50.5,91.8,,,7.87,1.95,9.83,0.107,,0.107,91.8
10/20/19,,115.3,50.6,91.9,,,7.82,1.95,9.77,0.106,,0.106,91.9
10/21/19,,115.5,50.7,92.0,,,7.87,1.96,9.83,0.107,,0.107,92.0
10/22/19,,115.6,50.8,91.3,,,7.44,1.97,9.40,0.103,,0.103,91.3
10/23/19,,115.8,50.9,91.6,,,7.49,1.96,9.45,0.103,,0.103,91.6
10/24/19,,116.0,51.0,91.9,,,7.62,1.97,9.58,0.104,,0.104,91.9
10/25/19,,116.2,51.1,92.0,,,7.59,1.97,9.56,0.104,,0.104,92.0
10/26/19,,116.4,51.1,91.9,,,7.46,1.97,9.43,0.103,,0.103,91.9
10/27/19,,116.5,51.2,91.1,,,7.02,1.97,8.99,0.099,,0.099,91.1
10/28/19,,116.7,51.3,90.9,,,6.89,1.98,8.87,0.098,,0.098,90.9
10/29/19,,116.9,51.4,92.2,,,7.43,1.98,9.41,0.102,,0.102,92.2
10/30/19,,117.1,51.5,92.1,,,7.34,1.99,9.32,0.101,,0.101,92.1
10/31/19,,117.2,51.6,92.2,,,7.35,2.00,9.34,0.101,,0.101,92.2
11/1/19,,117.4,51.7,92.4,,,7.38,1.99,9.37,0.101,,0.101,92.4
11/2/19,,117.6,51.8,92.4,,,7.30,1.99,9.29,0.101,,0.101,92.4
11/3/19,,117.8,51.9,92.4,,,7.24,1.99,9.23,0.100,,0.100,92.4
11/4/19,,118.0,51.9,92.3,,,7.12,1.99,9.12,0.099,,0.099,92.3
11/5/19,,118.1,52.0,92.2,,,7.02,2.00,9.02,0.098,,0.098,92.2
11/6/19,,118.3,52.1,90.4,,,6.25,2.00,8.25,0.091,,0.091,90.4
11/7/19,,118.5,52.2,91.3,,,6.55,2.01,8.56,0.094,,0.094,91.3
11/8/19,,118.7,52.3,91.8,,,6.73,2.01,8.74,0.095,,0.095,91.8
11/9/19,,118.8,52.4,91.2,,,6.43,2.02,8.45,0.093,,0.093,91.2
11/10/19,,119.0,52.5,92.7,,,6.95,2.01,8.95,0.097,,0.097,92.7
11/11/19,,119.2,52.6,92.7,,,6.92,2.01,8.93,0.096,,0.096,92.7
11/12/19,,119.4,52.6,93.0,,,7.00,2.02,9.02,0.097,,0.097,93.0
11/13/19,,119.5,52.7,93.0,,,6.91,2.01,8.93,0.096,,0.096,93.0
11/14/19,,119.7,52.8,92.8,,,6.81,2.02,8.83,0.095,,0.095,92.8
11/15/19,,119.9,52.9,92.8,,,6.73,2.02,8.75,0.094,,0.094,92.8
11/16/19,,120.1,53.0,92.8,,,6.67,2.02,8.69,0.094,,0.094,92.8
11/17/19,,120.3,53.1,92.9,,,6.68,2.03,8.71,0.094,,0.094,92.9
11/18/19,,120.4,53.2,92.7,,,6.54,2.03,8.56,0.092,,0.092,92.7
11/19/19,,120.6,53.3,90.1,,,5.58,2.03,7.61,0.084,,0.084,90.1
11/20/19,,120.8,53.4,92.4,,,6.31,2.03,8.34,0.090,,0.090,92.4
11/21/19,,121.0,53.4,92.6,,,6.37,2.03,8.40,0.091,,0.091,92.6
11/22/19,,121.1,53.5,92.8,,,6.40,2.04,8.44,0.091,,0.091,92.8
11/23/19,,121.3,53.6,93.1,,,6.48,2.05,8.52,0.092,,0.092,93.1
11/24/19,,121.5,53.7,93.3,,,6.52,2.05,8.57,0.092,,0.092,93.3
11/25/19,,121.7,53.8,93.5,,,6.51,2.05,8.56,0.092,,0.092,93.5
11/26/19,,121.9,53.9,93.6,,,6.47,2.04,8.51,0.091,,0.091,93.6
11/27/19,,122.0,54.0,93.6,,,6.48,2.05,8.53,0.091,,0.091,93.6
11/28/19,,122.2,54.1,92.8,,,6.09,2.05,8.14,0.088,,0.088,92.8
11/29/19,,122.4,54.1,92.8,,,6.06,2.05,8.11,0.087,,0.087,92.8
11/30/19,,122.6,54.2,93.4,,,6.22,2.06,8.27,0.089,,0.089,93.4
12/1/19,,122.7,54.3,93.4,,,6.24,2.07,8.31,0.089,,0.089,93.4
12/2/19,,122.9,54.4,91.2,,,5.43,2.08,7.51,0.082,,0.082,91.2
12/3/19,,123.1,54.5,92.5,,,5.80,2.07,7.87,0.085,,0.085,92.5
12/4/19,,123.3,54.6,93.2,,,6.03,2.08,8.10,0.087,,0.087,93.2
12/5/19,,123.4,54.7,93.1,,,5.93,2.07,8.01,0.086,,0.086,93.1
12/6/19,,123.6,54.8,93.3,,,5.95,2.08,8.04,0.086,,0.086,93.3
12/7/19,,123.8,54.9,93.5,,,5.99,2.08,8.08,0.086,,0.086,93.5
12/8/19,,124.0,54.9,93.2,,,5.84,2.08,7.92,0.085,,0.085,93.2
12/9/19,,124.3,54.8,93.3,,,5.85,2.07,7.92,0.085,,0.085,93.3
12/10/19,,124.6,54.6,93.7,,,5.99,2.07,8.06,0.086,,0.086,93.7
12/11/19,,124.9,54.4,93.6,,,5.96,2.07,8.02,0.086,,0.086,93.6
12/12/19,,125.1,54.2,93.3,,,5.83,2.05,7.88,0.084,,0.084,93.3
12/13/19,,125.4,54.0,93.0,,,5.69,2.04,7.73,0.083,,0.083,93.0
12/14/19,,125.7,53.8,93.1,,,5.72,2.03,7.75,0.083,,0.083,93.1
12/15/19,,126.0,53.6,93.1,,,5.68,2.02,7.70,0.083,,0.083,93.1
12/16/19,,126.3,53.4,93.1,,,5.70,2.02,7.72,0.083,,0.083,93.1
12/17/19,,126.6,53.2,93.8,,,5.93,2.02,7.96,0.085,,0.085,93.8
12/18/19,,126.9,53.0,93.7,,,5.91,2.01,7.92,0.085,,0.085,93.7
12/19/19,,127.2,52.8,93.4,,,5.78,2.00,7.78,0.083,,0.083,93.4
12/20/19,,127.5,52.7,93.4,,,5.77,2.00,7.76,0.083,,0.083,93.4
12/21/19,,127.8,52.5,93.3,,,5.75,1.99,7.74,0.083,,0.083,93.3
12/22/19,,128.0,52.3,93.2,,,5.69,1.98,7.67,0.082,,0.082,93.2
12/23/19,,128.3,52.1,92.9,,,5.59,1.97,7.55,0.081,,0.081,92.9
12/24/19,,128.6,51.9,92.3,,,5.40,1.95,7.35,0.080,,0.080,92.3
12/25/19,,128.9,51.7,92.3,,,5.36,1.94,7.30,0.079,,0.079,92.3
12/26/19,,129.2,51.5,92.4,,,5.40,1.94,7.34,0.079,,0.079,92.4
12/27/19,,129.5,51.3,92.6,,,5.47,1.93,7.40,0.080,,0.080,92.6
12/28/19,,129.8,51.1,92.0,,,5.27,1.92,7.19,0.078,,0.078,92.0
12/29/19,,130.1,50.9,92.4,,,5.37,1.92,7.29,0.079,,0.079,92.4
12/30/19,,130.4,50.7,92.9,,,5.53,1.92,7.45,0.080,,0.080,92.9
12/31/19,,130.7,50.6,93.0,,,5.58,1.91,7.49,0.080,,0.080,93.0
1/1/20,,130.9,50.4,92.6,,,5.43,1.90,7.32,0.079,,0.079,92.6
1/2/20,,131.2,50.2,91.7,,,5.18,1.88,7.06,0.077,,0.077,91.7
1/3/20,,131.5,50.0,91.6,,,5.17,1.88,7.05,0.077,,0.077,91.6
1/4/20,,131.8,49.8,91.7,,,5.20,1.88,7.07,0.077,,0.077,91.7
1/5/20,,132.1,49.6,91.6,,,5.17,1.87,7.04,0.077,,0.077,91.6
1/6/20,,132.4,49.4,92.1,,,5.29,1.86,7.15,0.078,,0.078,92.1
1/7/20,,132.7,49.2,92.3,,,5.33,1.86,7.19,0.078,,0.078,92.3
1/8/20,,133.0,49.0,91.9,,,5.22,1.84,7.06,0.077,,0.077,91.9
1/9/20,,133.3,48.8,91.2,,,5.02,1.83,6.85,0.075,,0.075,91.2
1/10/20,,133.6,48.6,91.4,,,5.08,1.83,6.91,0.076,,0.076,91.4
1/11/20,,133.8,48.5,91.8,,,5.17,1.82,6.99,0.076,,0.076,91.8
1/12/20,,134.1,48.3,91.1,,,5.01,1.81,6.82,0.075,,0.075,91.1
1/13/20,,134.4,48.1,90.7,,,4.90,1.80,6.71,0.074,,0.074,90.7
1/14/20,,134.7,47.9,90.7,,,4.91,1.79,6.70,0.074,,0.074,90.7
1/15/20,,135.0,47.7,90.3,,,4.84,1.79,6.63,0.073,,0.073,90.3
1/16/20,,135.3,47.5,90.4,,,4.86,1.78,6.64,0.073,,0.073,90.4
1/17/20,,135.6,47.3,90.3,,,4.82,1.77,6.59,0.073,,0.073,90.3
1/18/20,,135.9,47.1,90.9,,,4.97,1.77,6.75,0.074,,0.074,90.9
1/19/20,,136.2,46.9,90.9,,,4.98,1.77,6.75,0.074,,0.074,90.9
1/20/20,,136.5,46.7,86.4,,,4.08,1.76,5.85,0.068,,0.068,86.4
1/21/20,,136.7,46.5,90.0,,,4.76,1.74,6.50,0.072,,0.072,90.0
1/22/20,,137.0,46.4,89.7,,,4.70,1.73,6.43,0.072,,0.072,89.7
1/23/20,,137.3,46.2,89.9,,,4.74,1.73,6.47,0.072,,0.072,89.9
1/24/20,,137.6,46.0,90.1,,,4.80,1.72,6.52,0.072,,0.072,90.1
1/25/20,,137.9,45.8,89.6,,,4.68,1.71,6.40,0.071,,0.071,89.6
1/26/20,,138.2,45.6,89.0,,,4.57,1.71,6.28,0.071,,0.071,89.0
1/27/20,,138.5,45.4,89.2,,,4.61,1.70,6.30,0.071,,0.071,89.2
1/28/20,,138.8,45.2,89.2,,,4.62,1.70,6.32,0.071,,0.071,89.2
1/29/20,,139.1,45.0,89.5,,,4.67,1.68,6.36,0.071,,0.071,89.5
1/30/20,,139.4,44.8,89.8,,,4.75,1.68,6.43,0.072,,0.072,89.8
1/31/20,,139.6,44.6,88.9,,,4.57,1.68,6.25,0.070,,0.070,88.9
2/1/20,,139.9,44.4,89.3,,,4.65,1.67,6.32,0.071,,0.071,89.3
2/2/20,,140.2,44.3,89.1,,,4.60,1.66,6.25,0.070,,0.070,89.1
2/3/20,,140.5,44.1,88.3,,,4.43,1.64,6.07,0.069,,0.069,88.3
2/4/20,,140.8,43.9,88.6,,,4.50,1.63,6.14,0.069,,0.069,88.6
2/5/20,,141.1,43.7,89.7,,,4.71,1.63,6.35,0.071,,0.071,89.7
2/6/20,,141.4,43.5,87.7,,,4.35,1.62,5.97,0.068,,0.068,87.7
2/7/20,,141.7,43.3,86.3,,,4.10,1.61,5.71,0.066,,0.066,86.3
2/8/20,,142.0,43.1,86.3,,,4.10,1.61,5.71,0.066,,0.066,86.3
2/9/20,,142.3,42.9,86.3,,,4.10,1.60,5.70,0.066,,0.066,86.3
2/10/20,,142.6,42.7,86.5,,,4.15,1.59,5.74,0.066,,0.066,86.5
2/11/20,,142.8,42.5,87.4,,,4.31,1.59,5.90,0.068,,0.068,87.4
2/12/20,,143.1,42.3,88.1,,,4.44,1.58,6.02,0.068,,0.068,88.1
2/13/20,,143.4,42.1,87.4,,,4.33,1.57,5.91,0.068,,0.068,87.4
2/14/20,,143.7,42.0,87.4,,,4.33,1.57,5.90,0.068,,0.068,87.4
2/15/20,,144.0,41.8,87.3,,,4.31,1.56,5.87,0.067,,0.067,87.3
2/16/20,,144.3,41.6,86.4,,,4.18,1.55,5.73,0.066,,0.066,86.4
2/17/20,,144.6,41.4,86.0,,,4.10,1.54,5.64,0.066,,0.066,86.0
2/18/20,,144.9,41.2,86.2,,,4.14,1.54,5.68,0.066,,0.066,86.2
2/19/20,,145.2,41.0,86.9,,,4.27,1.53,5.81,0.067,,0.067,86.9
2/20/20,,145.5,40.8,87.1,,,4.33,1.53,5.86,0.067,,0.067,87.1
2/21/20,,145.7,40.6,88.3,,,4.53,1.53,6.06,0.069,,0.069,88.3
2/22/20,,146.0,40.4,87.4,,,4.38,1.51,5.89,0.067,,0.067,87.4
2/23/20,,146.3,40.2,86.1,,,4.15,1.50,5.65,0.066,,0.066,86.1
2/24/20,,146.6,40.0,87.1,,,4.32,1.49,5.81,0.067,,0.067,87.1
2/25/20,,146.9,39.9,85.1,,,4.02,1.49,5.51,0.065,,0.065,85.1
2/26/20,,147.2,39.7,88.3,,,4.56,1.49,6.04,0.068,,0.068,88.3
2/27/20,,147.5,39.5,86.8,,,4.30,1.48,5.78,0.067,,0.067,86.8
2/28/20,,147.8,39.3,87.2,,,4.38,1.47,5.85,0.067,,0.067,87.2
2/29/20,,148.1,39.1,87.3,,,4.40,1.46,5.86,0.067,,0.067,87.3
3/1/20,,148.4,38.9,85.6,,,4.11,1.45,5.56,0.065,,0.065,85.6
3/2/20,,148.6,38.7,85.0,,,4.03,1.44,5.46,0.064,,0.064,85.0
3/3/20,,148.9,38.5,85.3,,,4.07,1.44,5.51,0.065,,0.065,85.3
3/4/20,,149.2,38.3,85.4,,,4.11,1.43,5.54,0.065,,0.065,85.4
3/5/20,,149.5,38.1,86.0,,,4.21,1.43,5.64,0.066,,0.066,86.0
3/6/20,,149.8,37.9,86.5,,,4.30,1.42,5.72,0.066,,0.066,86.5
3/7/20,,150.1,37.8,85.9,,,4.20,1.41,5.61,0.065,,0.065,85.9
3/8/20,,150.4,37.6,84.3,,,3.96,1.40,5.36,0.064,,0.064,84.3
3/9/20,,150.7,37.4,83.8,,,3.89,1.39,5.28,0.063,,0.063,83.8
3/10/20,,151.0,37.2,84.3,,,3.99,1.39,5.37,0.064,,0.064,84.3
3/11/20,,151.3,37.0,84.4,,,4.00,1.38,5.38,0.064,,0.064,84.4
3/12/20,,151.5,36.8,83.8,,,3.91,1.37,5.28,0.063,,0.063,83.8
3/13/20,,151.8,36.6,83.9,,,3.92,1.36,5.29,0.063,,0.063,83.9
3/14/20,,152.1,36.4,82.9,,,3.80,1.35,5.16,0.062,,0.062,82.9
3/15/20,,152.4,36.2,83.4,,,3.89,1.35,5.24,0.063,,0.063,83.4
3/16/20,,152.7,36.0,83.6,,,3.92,1.34,5.27,0.063,,0.063,83.6
3/17/20,,153.0,35.8,83.3,,,3.88,1.33,5.22,0.063,,0.063,83.3
3/18/20,,153.3,35.7,83.2,,,3.86,1.33,5.19,0.062,,0.062,83.2
3/19/20,,153.6,35.5,82.1,,,3.71,1.31,5.03,0.061,,0.061,82.1
3/20/20,,153.9,35.3,82.5,,,3.79,1.31,5.10,0.062,,0.062,82.5
3/21/20,,154.2,35.1,83.7,,,3.97,1.31,5.28,0.063,,0.063,83.7
3/22/20,,154.4,34.9,83.4,,,3.93,1.30,5.23,0.063,,0.063,83.4
3/23/20,,154.7,34.7,83.4,,,3.94,1.29,5.23,0.063,,0.063,83.4
3/24/20,,155.0,34.5,82.7,,,3.84,1.28,5.12,0.062,,0.062,82.7
3/25/20,,155.3,34.3,82.3,,,3.79,1.27,5.06,0.062,,0.062,82.3
3/26/20,,155.6,34.1,81.5,,,3.69,1.27,4.96,0.061,,0.061,81.5
3/27/20,,155.9,33.9,81.3,,,3.66,1.26,4.92,0.061,,0.061,81.3
3/28/20,,156.2,33.7,82.0,,,3.77,1.25,5.02,0.061,,0.061,82.0
3/29/20,,156.5,33.6,82.7,,,3.88,1.25,5.13,0.062,,0.062,82.7
3/30/20,,156.8,33.4,82.2,,,3.82,1.24,5.06,0.062,,0.062,82.2
3/31/20,,157.1,33.2,82.1,,,3.82,1.24,5.06,0.062,,0.062,82.1
4/1/20,,157.3,33.0,82.1,,,3.81,1.23,5.04,0.061,,0.061,82.1
