date.m,Almont,Billy_Barr,Castnet,Judd_Falls,KCOCREST10,KCOCREST4,KCOCREST6,KCOMTCRE2,Kettle_Ponds,Mexican_Cut,MRMEX,MTAPC2,NRCS_1141,NRCS_380,NRCS_680,NRCS_737,Snodgrass
mm-YY,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month,mm/month
12/1/72,22.96056724,23.23003815,23.23231536,23.29668849,23.30304251,23.64866846,22.70661215,24.32307576,22.00231419,20.69566856,21.84264792,21.65242795,19.65993425,24.09226577,20.54822041,21.56632839,24.60462542
1/1/73,13.99070674,20.56137634,20.56306342,20.64311131,18.42197816,18.76120297,19.06661415,19.78210463,19.98474038,19.79959823,20.71980515,14.55972974,18.65996885,19.56169434,11.0775697,20.46274067,20.61951755
2/1/73,14.6122769,28.11627088,28.11617902,28.23792025,21.21453458,21.5256207,23.6170064,22.28071866,28.05815123,28.36240362,29.4179512,17.38297851,26.0473686,22.06711941,15.11636666,28.95031036,24.96185247
3/1/73,29.46491315,46.40582715,46.40269032,46.62729819,39.72254351,40.5109748,42.95949492,40.68590064,46.52279074,46.78412846,48.35635037,31.88776992,43.59243995,40.13907302,28.72300141,47.61706951,43.32691234
4/1/73,36.57318956,63.72047918,63.71552877,63.94834432,45.23394675,45.70007451,51.67078313,46.99548723,65.80511676,68.59127378,69.99922471,42.25116783,61.38976703,46.63605772,35.45853641,68.97753187,52.17424089
5/1/73,46.5307232,84.11178501,84.10716831,84.28740683,43.76668537,43.90079838,53.39186267,48.61490131,88.18723268,84.91081621,81.66002972,52.01514711,84.14991775,48.47632083,41.01602249,81.93891031,57.76878918
6/1/73,34.54721401,59.18244371,59.18170493,59.20759192,39.41708605,39.44596317,41.97582173,39.52518946,61.37354814,54.18315023,52.6332262,34.97929099,49.71723163,39.50301996,37.80356846,55.18406276,44.95452373
7/1/73,50.12292716,50.07855998,50.07802474,50.09774002,41.48459776,41.53473545,44.29082154,45.21338495,50.25638123,58.48072463,58.76598618,54.33389819,60.92717323,45.16177708,49.55463594,55.8778436,45.29796417
8/1/73,33.79225488,40.34462933,40.34447106,40.35234848,31.29021317,31.3028967,34.89902188,31.52225276,40.29228627,37.05601577,37.40715935,35.28671662,38.06877278,31.51183178,37.84782231,37.8388496,34.27400896
9/1/73,23.96653896,58.06245845,58.06201702,58.10973754,38.66112442,38.72247123,39.69061931,37.14902308,60.63434695,60.82613718,57.40838085,29.73267937,56.29375313,37.10726093,27.23258245,59.04944737,43.09979551
10/1/73,9.463127869,12.92608865,12.926094,12.92638776,7.829265966,7.829438989,8.446054118,8.724819155,14.19462717,28.92135695,25.33086568,9.75851612,22.68723392,8.724627285,8.467233542,24.01947046,8.913486679
11/1/73,18.54248959,41.18204798,41.1833925,41.20966651,29.25264344,29.28557032,32.57398702,30.74921653,42.09398016,44.19838568,45.15972416,24.17492565,40.30516213,30.72296703,19.28901771,44.15904502,33.31506626
12/1/73,31.2910401,32.77298309,32.77531488,32.815164,32.1716967,32.36618138,31.60686198,33.29769755,31.50490821,31.10979855,32.59488249,31.77450779,27.84718923,33.17056173,30.78773034,31.69100274,33.64998444
1/1/74,27.03963189,28.37976074,28.38128947,28.43802197,26.1996644,26.52551911,26.59059327,29.40712961,27.02917367,25.60713422,26.88355411,26.17044618,25.38892283,29.20969351,24.33364064,26.51115172,30.00734902
2/1/74,15.92056848,32.48068069,32.48098061,32.54724387,22.06504554,22.237262,24.99126048,24.08038993,32.50246168,34.54962298,35.37347331,21.29155825,31.66656132,23.96903101,15.91612607,34.71148821,26.56435521
3/1/74,27.68789779,53.91823341,53.9176382,53.99113754,40.88287259,41.07187834,45.33934058,41.60150666,55.22454455,58.80985899,58.57659561,32.23759104,52.73821576,41.47375216,28.88122078,58.23610789,44.82162906
4/1/74,36.52454238,72.66492067,72.66118252,72.84470589,49.06540292,49.39863836,57.89589519,50.91619708,75.21464302,78.64987106,79.79462034,43.45349539,70.39787236,50.66048183,37.18349449,78.41634087,57.68966559
5/1/74,3.009824472,10.48062608,10.48062491,10.4806716,3.819588353,3.819599493,4.90909141,4.229435822,11.7065041,12.37317825,10.83965423,4.149469641,12.05303079,4.229424555,2.589881487,11.14805796,5.498753792
6/1/74,18.40185061,61.44177564,61.44090052,61.47153626,22.56719992,22.57047333,27.04555757,23.2874732,64.89252637,50.02391551,47.54542624,23.73665374,51.47938707,23.28469251,20.76983443,51.43049752,32.02743545
7/1/74,46.95026069,52.71709198,52.71659613,52.73489228,49.59689983,49.67490299,56.73935458,48.88095789,51.89034913,58.54808359,58.32615626,44.68422723,57.67533522,48.82662547,35.95004573,57.78610093,49.90800697
8/1/74,29.98547773,40.01121394,40.01104641,40.01927016,31.53574326,31.55175194,34.17175527,29.95876334,40.4427723,36.07612117,34.89467867,25.83271257,33.53109672,29.94912574,21.85622655,36.7269106,33.0438907
9/1/74,23.08126967,34.23821723,34.23810173,34.25032955,22.02174314,22.03286012,23.16362825,23.80744476,33.78153418,36.36188831,35.25799443,24.26963508,32.8502747,23.79635118,22.7754123,35.72346758,25.70130252
10/1/74,31.91146467,48.74625064,48.74653618,48.8087884,44.01203609,44.23013628,45.33242067,41.46490128,50.49427424,50.28298061,48.21567787,33.36330482,43.88911639,41.3315318,30.40055317,50.49931154,44.77559181
11/1/74,23.06591528,34.98567371,34.98675651,35.05164869,27.85933461,28.06574159,30.28622765,28.9203501,35.6398039,37.8234113,38.49172842,24.00481217,34.04290037,28.77826911,20.52119499,37.51372891,30.84048496
12/1/74,21.56126064,25.77262503,25.77461082,25.82296803,22.35648442,22.54702677,23.33998466,24.04793068,24.88430419,25.85092289,26.80576146,21.91243499,23.32673517,23.90415628,19.4482503,25.7860501,24.77236829
1/1/75,26.03160277,28.48920935,28.49099955,28.54712652,27.4532692,27.71675989,27.44548634,29.0803717,27.73504276,27.62604358,29.0720637,28.03474017,25.86024026,28.90075904,26.37326707,27.52554241,29.55873689
2/1/75,25.55308543,32.19438176,32.19428075,32.30349437,30.25908693,30.74508216,30.9945959,31.34241079,31.40324113,31.2512994,32.93775405,27.198386,29.47199423,31.00226687,24.0383244,31.65467519,32.42233585
3/1/75,41.56667787,53.8248082,53.82233532,54.01584964,49.87917788,50.75495809,52.12948549,51.36489749,52.66303309,52.15733633,54.39005098,38.64557939,48.81888662,50.76786455,33.08963624,53.04461297,53.12303458
4/1/75,30.3445545,58.88304018,58.88062876,58.99640936,35.27423617,35.42867084,42.00901204,37.58665845,62.37481588,68.91701144,68.1722459,31.10760987,60.35681467,37.46102581,25.53024191,67.92575939,43.27770959
5/1/75,25.94556147,60.75636417,60.75447135,60.82806708,28.18477022,28.21646926,33.71040489,31.29353428,64.57001758,64.14945736,61.45963461,28.07017038,60.56284732,31.25958095,22.28501511,62.51135939,38.92496479
