Depth,GR_RAW,TH232_RAW,K40_RAW,U238_RAW,MAGNETIC_SUSCEPTIBILITY,EM_IND_RESISTIVITY,FLUID_CONDUCTIVITY,TEMP,AMBIENT_HEAT_PULSE_GW_FLOW#1,AMBIENT_SFM_GW_FLOW_(TOTAL)
M,APR,PPM,%,PPM,‘10e-3,OHM-M,US/CM,C,GPM (NEG=DOWN),GPM (NEG=DOWN)
3.78460000000012,128.265,19.7615,3.35842,145.763,312.482,20.9856,135.432,7.38818,,1.82766
3.79960000000012,136.398,13.1263,4.17263,250.146,312.459,17.4779,135.462,7.38141,,1.85622
3.81460000000012,137.542,8.18174,3.51355,216.593,312.436,13.973,135.514,7.37624,,1.89091
3.82960000000012,133.719,4.43909,1.80733,84.9996,312.432,13.7981,135.593,7.37226,,1.92559
3.84460000000012,125.207,2.34945,1.03068,85.587,312.433,13.625,135.622,7.36549,,1.95474
3.85960000000012,113.361,1.43561,0.915245,180.191,312.368,15.2567,135.798,7.36031,,1.97137
3.87460000000012,108.753,4.45338,1.31659,165.17,312.291,16.8887,135.803,7.35354,,1.98801
3.88960000000012,109.292,10.2666,2.08539,72.2003,312.383,19.0445,135.967,7.34279,,2.00465
3.90460000000012,114.148,22.2374,1.74704,104.761,312.508,21.1975,135.922,7.33364,,2.00271
3.91960000000012,122.073,38.5851,0.621713,226.55,312.668,20.2375,136.291,7.32568,,2.00026
3.93460000000012,130.841,41.8613,0.827766,248.069,312.836,19.2778,136.552,7.31772,,1.99781
3.94960000000012,140.207,35.84,1.98083,198.267,312.927,18.5713,136.768,7.31255,,1.98294
3.96460000000012,142.062,30.1799,2.06404,134.577,313.003,17.8661,136.845,7.30857,,1.96109
3.97960000000012,138.574,24.7764,1.38653,61.0119,313.013,18.9734,137.11,7.30459,,1.93924
3.99460000000012,142.876,22.3078,1.84264,79.595,313.01,20.0789,137.334,7.30061,,1.91395
4.00960000000013,152.716,21.9254,3.10454,163.679,313.008,19.2047,137.466,7.29663,,1.88087
4.02460000000013,148.652,17.2904,2.90867,190.68,313.006,18.3307,137.513,7.29265,,1.84779
4.03960000000013,134.696,9.63074,1.67583,177.073,313.031,17.6064,137.771,7.28867,,1.81471
4.05460000000013,123.287,11.7379,1.24923,123.597,313.06,16.8815,137.664,7.28469,,1.75726
